epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.3692368043208481,0.36087508318275213,0.4386918842792511,1532.9,1237.1,7015.3
2,0.2517491329489346,0.37007795898169277,0.40471774339675903,1515.1,1238.8,7313.0
3,0.23423365483942785,0.37413671554923056,0.38289862871170044,1517.3,1242.3,7807.6
4,0.2385257510258291,0.3754203367203474,0.40725770592689514,1517.4,1211.3,7879.5
5,0.23598460043619449,0.36755525830984115,0.4244327247142792,1483.6,1216.0,7885.4
6,0.23386060194413466,0.3700008817508817,0.42566728591918945,1485.8,1220.3,7885.4
7,0.23110563418638885,0.37397717680484055,0.40796157717704773,1482.3,1239.4,7885.4
8,0.22912093244941162,0.3705937359213829,0.40696245431900024,1481.6,1220.9,7885.4
9,0.22722932342019744,0.3678983780860901,0.42670756578445435,1496.2,1233.0,7885.4
10,0.22654633466294385,0.3715331055670977,0.41505298018455505,1500.7,1223.4,7885.4
11,0.22404785590120277,0.3737225118115544,0.4031132459640503,1510.3,1235.5,7885.4
12,0.2251842111153038,0.37077901521623136,0.39479443430900574,1529.6,1257.3,7885.4
