epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.36046253080318746,0.3592512233659625,0.4928014874458313,102.4,51.5,6566.6,7196.0,532,0,0,9,0,0,0,0
2,0.26025897812070253,0.3625897280588746,0.40132373571395874,95.3,48.5,6982.8,7736.0,532,0,0,8,0,0,0,0
3,0.23626546621938846,0.36996008543521164,0.37246501445770264,86.5,41.2,6982.8,7776.0,532,0,0,4,0,0,0,0
4,0.2333698496222496,0.3701632109567523,0.412407249212265,91.3,67.8,6982.8,7776.0,532,0,0,4,0,0,0,0
5,0.23394342714962654,0.3767969261303544,0.385271281003952,128.6,64.0,7146.4,7776.0,532,0,0,5,0,0,0,0
6,0.23179062794809951,0.3754942096352577,0.40421751141548157,106.2,49.3,7146.4,7916.0,532,0,0,3,0,0,0,0
7,0.2311640786273139,0.3704095102131367,0.4009217917919159,106.6,55.7,7862.1,8436.0,532,0,0,2,0,0,0,0
8,0.23041315418773128,0.368223938164115,0.42216262221336365,108.4,62.8,7862.1,8436.0,532,0,0,0,0,0,0,0
9,0.22607294887416346,0.3765641507014632,0.4063951373100281,99.3,38.5,7862.1,8596.0,532,0,0,0,0,0,0,0
10,0.22468165490300135,0.3715560412451625,0.42364296317100525,80.7,39.9,7862.1,8596.0,532,0,0,0,0,0,0,0
11,0.2241328835375327,0.37597230016738176,0.41432443261146545,75.6,33.3,7862.1,8596.0,532,0,0,2,0,0,0,0
12,0.22378454647286045,0.37663031253665685,0.40804409980773926,48.1,13.0,7940.2,8636.0,532,0,0,3,0,0,0,0
13,0.22443853415324724,0.3735333307981491,0.40219220519065857,36.7,33.5,7957.2,8636.0,532,0,0,2,0,0,0,0
