epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.11058116439230663,0.5800860496068001,0.10186748206615448,5.0,311.2,9228.4,25034.0,97,0,0,4,0,0,0,0
2,0.0506994278775048,0.6813522726881504,0.09654520452022552,6.3,345.8,9242.8,25034.0,97,0,0,0,0,0,0,0
3,0.04665304933549817,0.7175627829194069,0.07178965955972672,5.2,422.5,9242.8,25034.0,97,0,0,0,0,0,0,0
4,0.04482031349553583,0.7207369676876069,0.0612967349588871,5.3,446.5,9242.8,25034.0,97,0,0,0,0,0,0,0
5,0.04416828626555573,0.723900850957632,0.05410664156079292,4.5,379.7,9242.8,25034.0,97,0,0,0,0,0,0,0
6,0.041309766893841554,0.7239155180597305,0.05116155743598938,4.4,440.8,9242.8,25034.0,97,0,0,0,0,0,0,0
7,0.040446482771604335,0.7207071189439297,0.055376749485731125,4.2,350.2,9242.8,25034.0,97,0,0,0,0,0,0,0
8,0.0390057758015302,0.7264140717077255,0.051043298095464706,4.1,315.4,9242.8,25034.0,97,0,0,0,0,0,0,0
9,0.0382838652075566,0.7239543583464623,0.04735342040657997,4.5,317.3,9242.8,25034.0,97,0,0,0,0,0,0,0
10,0.037034400124294854,0.7249215367674827,0.043858181685209274,4.2,171.6,9242.8,25036.0,97,0,0,0,0,0,0,0
11,0.03652366096173058,0.7275693714630603,0.04645131900906563,4.4,122.8,9242.8,25036.0,97,0,0,0,0,0,0,0
12,0.03685425625173087,0.728348657681942,0.04663257673382759,4.3,122.5,9242.8,25036.0,97,0,0,0,0,0,0,0
13,0.035759138788298235,0.7203222344088555,0.04175899177789688,4.2,122.6,9242.8,25036.0,97,0,0,0,0,0,0,0
14,0.036081684791703816,0.7279511139488221,0.042339615523815155,4.4,118.9,9242.8,25036.0,97,0,0,0,0,0,0,0
15,0.03531535447949601,0.7268436494362355,0.04271526262164116,4.4,119.7,9242.8,25036.0,97,0,0,0,0,0,0,0
