seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes
43,0.7413724526959582,0.6561335341589196,58,736983,315.3824308590343
44,0.7592371068818001,0.6648153802032422,176,736983,482.5843818214722
45,0.7539413630536362,0.6667487153167714,86,736983,347.9236153590493
46,0.7513760753533167,0.6713407758734288,98,736983,369.41106920034315
47,0.7542913987520908,0.6590293695188897,154,736983,436.74203536345937
