epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.11276509263312694,0.5265286724340915,0.14162389934062958,5.7,113.1,9228.0,25034.0,97,0,0,6,0,0,0,0
2,0.056996771854530906,0.6177032280433178,0.11978743970394135,5.0,106.0,9242.4,25034.0,97,0,0,0,0,0,0,0
3,0.0503382471188442,0.6750900319194794,0.1089886948466301,4.3,105.4,9242.4,25034.0,97,0,0,0,0,0,0,0
4,0.051350096317449793,0.7240450223314762,0.10173191130161285,4.3,112.9,9242.4,25034.0,97,0,0,0,0,0,0,0
5,0.04951727106091902,0.7315153185796738,0.09113983809947968,4.6,117.9,9242.4,25034.0,97,0,0,0,0,0,0,0
6,0.048551805874275177,0.7322382920753956,0.08047161996364594,4.7,120.8,9242.4,25034.0,97,0,0,0,0,0,0,0
7,0.047038524469226295,0.7325927049934864,0.07969802618026733,4.4,127.9,9242.4,25034.0,97,0,0,0,0,0,0,0
8,0.048052554998124386,0.7278667387604714,0.08718687295913696,4.6,124.2,9242.4,25034.0,97,0,0,0,0,0,0,0
9,0.0489147159261341,0.7272019122135639,0.08195694535970688,4.5,134.6,9242.4,25034.0,97,0,0,0,0,0,0,0
10,0.048643218699036185,0.7333581801700592,0.06835174560546875,5.1,133.6,9242.4,25034.0,97,0,0,0,0,0,0,0
11,0.046447415173668224,0.7278458469641209,0.06939717382192612,9.7,145.3,9242.4,25034.0,97,0,0,0,0,0,0,0
12,0.045694146026886,0.7349913157606125,0.06100257858633995,5.1,133.5,9242.4,25034.0,97,0,0,0,0,0,0,0
13,0.04293490037053209,0.7298206401848794,0.06256713718175888,4.8,141.4,9242.4,25034.0,97,0,0,0,0,0,0,0
14,0.04136538016849879,0.7312640905284882,0.0588037446141243,6.6,138.1,9242.4,25034.0,97,0,0,0,0,0,0,0
15,0.040055956326655505,0.731766769002676,0.05663521960377693,4.6,136.7,9242.4,25034.0,97,0,0,0,0,0,0,0
