split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,2905,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[24.2, 74.0, 91.0, 102.0, 112.0]","[-77.362389, -56.407795, -44.185787, -34.346455, -22.152014]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
test,endpoint,24053,"[0.0, 0.0, 0.0, 0.0, 0.001166]","[0.0, 0.0, 0.0, 0.0, 0.001166]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[-152.238644, -87.919647, -54.745914, -32.873253, -7.469551]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
train_replay,closure,29485,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[2.0, 12.0, 27.0, 48.0, 75.0]","[-97.123351, -59.012909, -45.231693, -34.029484, -19.167351]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
train_replay,endpoint,117747,"[0.0, 0.0, 0.0, 0.0, 0.001582]","[0.0, 0.0, 0.0, 0.0, 0.001582]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[-498.244098, -135.72699, -56.501987, -29.846716, -7.136531]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
val,closure,2585,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[25.0, 60.0, 79.0, 90.0, 99.0]","[-87.912181, -57.553726, -45.029476, -35.068478, -22.882018]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
val,endpoint,23225,"[0.0, 0.0, 0.0, 0.0, 0.00343]","[0.0, 0.0, 0.0, 0.0, 0.00343]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[-176.157578, -85.286308, -50.992371, -28.027508, -6.389129]","[0.71568, 0.71568, 0.71568, 0.71568, 0.71568]"
