epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.1384874830710549,0.5809925503015518,0.3359663784503937,404.7,153.4,20644.3,21536.0,739,0,0,6,0,0,0,0
2,0.12190456673281119,0.5846771467268467,0.2550371587276459,412.2,156.0,20644.3,21536.0,739,0,0,1,0,0,0,0
3,0.12045325453775016,0.6177400337040424,0.2559688687324524,386.7,150.9,20644.3,21536.0,739,0,0,1,0,0,0,0
4,0.11646192864652254,0.5640525522112846,0.32413700222969055,395.3,155.0,20644.3,21536.0,739,0,0,6,0,0,0,0
