epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.5437756439050039,0.20674333652682603,0.7922834157943726,649.9,736.1,7717.4
2,0.15038484620551268,0.4167366760926197,0.7424859404563904,634.0,722.6,8520.7
3,0.03905820759634177,0.4065166621744136,0.8298984169960022,632.0,719.8,8553.7
4,0.02249761950224638,0.3943933452910185,0.9175950288772583,626.7,708.1,8636.5
