seed,val_ndcg,test_ndcg,best_epoch,minutes
44,0.707222530990885,0.713872673578133,108,12.37615575020512
45,0.7401296002407833,0.7525949411689336,92,10.9615454989175
47,0.6967937670511195,0.7091511028128277,92,10.784489622308563
