epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.3538412949756572,0.3681247077822685,0.41517671942710876,39.3,15.0,6566.6,7176.0,532,0,0,8,0,0,0,0
2,0.24597298996733094,0.3716520446151495,0.3980412483215332,39.4,13.9,8332.8,8676.0,532,0,0,3,0,0,0,0
3,0.23347708778946022,0.37360361930429936,0.3922244608402252,39.0,13.9,8332.8,8676.0,532,0,0,5,0,0,0,0
4,0.2273145419006285,0.37833482492566106,0.38556331396102905,36.6,13.6,8332.8,8676.0,532,0,0,5,0,0,0,0
5,0.22664787962024374,0.37852626672834155,0.4037777781486511,36.8,17.1,8385.9,8796.0,532,0,0,4,0,0,0,0
6,0.22696526841561598,0.3746166781157255,0.40084198117256165,39.3,13.7,8385.9,8796.0,532,0,0,5,0,0,0,0
7,0.2265456517444069,0.37113130609542133,0.4114476144313812,35.6,15.3,8385.9,8796.0,532,0,0,3,0,0,0,0
8,0.22340026699510732,0.3682525142878294,0.4260343611240387,38.8,15.2,8385.9,8796.0,532,0,0,3,0,0,0,0
9,0.22289347151448405,0.37102376554757355,0.39999479055404663,36.5,15.3,8385.9,8796.0,532,0,0,4,0,0,0,0
10,0.22288301297204388,0.3706810044080019,0.4125070571899414,36.9,17.3,8385.9,8796.0,532,0,0,4,0,0,0,0
11,0.2234591592271301,0.372591205330193,0.418539434671402,37.0,16.2,8385.9,8796.0,532,0,0,3,0,0,0,0
12,0.222260696547372,0.36884009199142453,0.40633225440979004,35.5,17.1,8385.9,8796.0,532,0,0,4,0,0,0,0
13,0.22334343528276995,0.3705668267816305,0.4184243977069855,37.8,14.2,8385.9,8796.0,532,0,0,3,0,0,0,0
