dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json
thgl-forum,FaithfulEventTemporalSheaf,43,1,1,0.2460000067949295,630224,09c27e8f3879cb2cebf51a3f945374c3edfeb766,100000,3563658,3563653,"{""bptt_steps"": 1, ""candidate_chunk_size"": 1024, ""closure_hops"": 2, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""thgl-forum"", ""epochs"": 1, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 3, ""learn_node_emb"": false, ""lr"": 0.001, ""max_score_elements"": 4000000, ""min_epochs"": 1, ""model"": ""faithful"", ""no_dst_range"": false, ""no_memory_readout"": false, ""node_type_emb"": true, ""out"": ""results/event_bench/diag_forum"", ""patience"": null, ""recurrency_decoder"": true, ""relation_in_input"": true, ""seed"": 43, ""sheaf_conditioning"": ""history"", ""skip_final_eval"": true, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": 3600.0, ""track_val_edges"": 2000, ""train_edges_cap"": 100000, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}"
