epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.1168865029575284,0.6564921187436581,0.11245664209127426,10.4,429.3,9237.4,25036.0,97,0,0,4,0,0,0,0
2,0.0509263121705387,0.6711463995492458,0.08358297497034073,10.3,275.2,9251.9,25036.0,97,0,0,0,0,0,0,0
3,0.047291676312224154,0.6769198804485798,0.06246914342045784,15.1,133.8,9251.9,25036.0,97,0,0,0,0,0,0,0
4,0.04793511989728077,0.6894561486494541,0.06057395413517952,11.1,111.2,9251.9,25036.0,97,0,0,0,0,0,0,0
5,0.04469286093545943,0.6888646652925015,0.05636858195066452,11.3,115.9,9251.9,25038.0,97,0,0,0,0,0,0,0
6,0.043266770420307965,0.6987004567694663,0.06723083555698395,9.0,125.6,9251.9,25038.0,97,0,0,0,0,0,0,0
7,0.04150921876359846,0.6960228473460675,0.05793478712439537,9.5,122.1,9251.9,25038.0,97,0,0,0,0,0,0,0
8,0.040432162045203536,0.7057093333137036,0.05331716686487198,9.7,132.6,9251.9,25038.0,97,0,0,0,0,0,0,0
9,0.04265375096427718,0.7084872593772411,0.05952363833785057,9.3,121.4,9251.9,25038.0,97,0,0,0,0,0,0,0
10,0.040674892772641996,0.7113510357248783,0.056927528232336044,9.1,127.9,9251.9,25038.0,97,0,0,0,0,0,0,0
11,0.03933186365349084,0.7118005224502086,0.05592412129044533,9.9,128.2,9251.9,25038.0,97,0,0,0,0,0,0,0
12,0.039243180592803614,0.7183540398907662,0.05172673240303993,8.5,124.0,9251.9,25038.0,97,0,0,0,0,0,0,0
13,0.03933833195760693,0.7148962748265266,0.05332662910223007,8.8,128.6,9251.9,25038.0,97,0,0,0,0,0,0,0
