epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.07226676588916049,0.7561999923121929,0.07512767612934113,50.7,67.8,9356.3
2,0.011830624886693395,0.7616799923944473,0.051144205033779144,57.3,65.3,9356.3
3,0.006563375019753466,0.7515999963879585,0.06966710090637207,53.2,62.2,9356.3
4,0.006706441795377403,0.7652000071668625,0.024764474481344223,62.5,75.8,9356.3
5,0.004931918972608995,0.7687199963819981,0.016363831236958504,60.0,71.2,9356.3
6,0.00412079627977266,0.7659800059115887,0.02842988260090351,56.4,69.6,9356.3
7,0.006204376384444839,0.765640002554655,0.016088668256998062,54.3,69.4,9356.3
8,0.0040285620097146955,0.7682000076007843,0.01295806560665369,67.1,70.9,9356.3
9,0.0038216246935843055,0.7727400066018104,0.01336747407913208,60.2,67.9,9356.3
10,0.004448273165712171,0.7720399891221523,0.012624646537005901,51.1,68.7,9356.3
11,0.003636845329310745,0.7657599936890602,0.014624916948378086,56.7,70.3,9356.3
12,0.003987450585035341,0.7734400036513805,0.012455673888325691,66.0,70.3,9356.3
13,0.0035365607841320486,0.7666399920845032,0.011350737884640694,60.8,70.8,9356.3
14,0.003406742806261291,0.76886001152277,0.011068252846598625,57.6,69.1,9356.3
15,0.004901876323856413,0.7761600017404556,0.009800614789128304,62.6,77.3,9356.3
