epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.013576335530665258,0.055533333163522186,1.2152798175811768,2980.0,3044.7,5971.8
2,0.0063581872540772,0.30810000062187515,0.4404359757900238,2992.3,3120.5,5971.8
3,0.006719133640133619,0.31200000181396803,0.2850860357284546,3064.0,3061.8,5971.8
4,0.00699466599088259,0.29103333440770707,0.6413773894309998,2989.7,3132.9,5971.8
5,0.01630135670683697,0.30683333379626276,0.3273703455924988,2992.0,3083.0,5971.8
6,0.05997803215501863,0.32323333352108796,0.40634429454803467,2961.2,3095.8,5971.8
7,0.012120070477010025,0.30073333318531514,0.5465399622917175,2975.9,3049.7,5971.8
8,0.008659015885750979,0.31689999627272286,0.5132420063018799,2947.2,2988.4,5971.8
9,,0.9813666735708714,,2923.9,2988.1,5971.8
10,,0.9814000069042047,,2905.8,2989.6,5971.8
