epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.4230960836087851,0.35850163675248625,0.4823779761791229,66.9,34.5,1924.7,4008.0,532,0,0,8,0,0,0,0
2,0.29190230237922277,0.3598050574839115,0.49231788516044617,61.8,33.3,2132.8,4008.0,532,0,0,7,0,0,0,0
3,0.2666651723080112,0.3596719542860985,0.5053180456161499,56.8,36.7,2132.8,4008.0,532,0,0,9,0,0,0,0
4,0.2528914783598113,0.3606719698920846,0.509966254234314,46.4,24.3,2132.8,4008.0,532,0,0,11,0,0,0,0
5,0.24815778114965983,0.36175346851795914,0.5062633752822876,46.0,37.3,2132.8,4008.0,532,0,0,8,0,0,0,0
6,0.2437429905245851,0.36144289909899235,0.49539268016815186,64.9,36.4,2132.8,4008.0,532,0,0,13,0,0,0,0
7,0.2387169335121499,0.36203289704322816,0.48829373717308044,65.2,36.9,2132.8,4008.0,532,0,0,10,0,0,0,0
8,0.23453240753396562,0.3616275915771723,0.4918542206287384,50.8,36.6,2132.8,4008.0,532,0,0,7,0,0,0,0
9,0.23288411301161563,0.36253619738966225,0.4913998246192932,44.7,17.2,2132.8,4008.0,532,0,0,7,0,0,0,0
10,0.23247929064458922,0.36154271648526193,0.47744810581207275,29.7,14.8,2132.8,4008.0,532,0,0,5,0,0,0,0
11,0.23302310245825833,0.36268146064281465,0.4825644791126251,13.7,29.3,2132.8,4008.0,532,0,0,7,0,0,0,0
12,0.23219150330003044,0.36206967436671256,0.4818487763404846,55.9,32.2,2132.8,4008.0,532,0,0,4,0,0,0,0
13,0.23290813029428623,0.36218658589422703,0.4882160425186157,51.2,31.7,2132.8,4008.0,532,0,0,4,0,0,0,0
14,0.2320292657171201,0.3629042261913419,0.4757760763168335,37.0,25.7,2132.8,4008.0,532,0,0,4,0,0,0,0
15,0.2324440047789113,0.3621400710210204,0.4717884659767151,37.2,7.8,2132.8,4008.0,532,0,0,4,0,0,0,0
16,0.23249609344043679,0.3624948879301548,0.47401535511016846,11.8,7.0,2132.8,4008.0,532,0,0,4,0,0,0,0
17,0.23213942984777286,0.3626620327204466,0.47465819120407104,11.0,6.9,2132.8,4008.0,532,0,0,4,0,0,0,0
