run,group,dataset,arm,lr,rec,clock,seed,is_audit,validation_mrr,test_mrr,test_hits10,best_track_epoch,train_epochs_run,params_total,params_active,query_audit_affected_total,query_audit_parity,retained_test_mrr,replay_minus_retained_test,reused_retained,finished
wiki_diag_s45_lr1e-3,matched,tgbl-wiki,diagssm-ordinary,0.001,on,global,45,False,0.7693730163350143,0.7578343429170673,0.850895389888648,8,8.0,10254.0,10126.0,0.0,True,,,False,2026-09-22 18:17
wiki_diag_s46_lr1e-3,matched,tgbl-wiki,diagssm-ordinary,0.001,on,global,46,False,0.7767929109159974,0.7613627341037772,0.8539011903284749,8,8.0,10254.0,10126.0,0.0,True,,,False,2026-09-22 20:50
wiki_diag_s47_lr1e-3,matched,tgbl-wiki,diagssm-ordinary,0.001,on,global,47,False,0.7643175332770613,0.7539292799619508,0.852504128373137,8,8.0,10254.0,10126.0,0.0,True,,,False,2026-09-22 19:01
wiki_gru_s43_lr1e-3,matched,tgbl-wiki,gru-ordinary,0.001,on,global,43,False,0.7840829253749335,0.771264038982846,0.8552135812237485,8,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 15:43
wiki_gru_s43_lr3e-4,matched,tgbl-wiki,gru-ordinary,0.0003,on,global,43,False,0.7475877337671548,0.733609011899627,0.8503873677284206,8,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 14:50
wiki_gru_s44_lr1e-3,matched,tgbl-wiki,gru-ordinary,0.001,on,global,44,False,0.7876031687586098,0.7693698782139298,0.8509800600390355,8,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 19:49
wiki_gru_s45_lr1e-3,matched,tgbl-wiki,gru-ordinary,0.001,on,global,45,False,0.7761532157012285,0.7615818324748055,0.8499216799784775,7,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 18:44
wiki_gru_s46_lr1e-3,matched,tgbl-wiki,gru-ordinary,0.001,on,global,46,False,0.7709566192448096,0.7600510558235287,0.852758139012291,8,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 18:11
wiki_gru_s47_lr1e-3,matched,tgbl-wiki,gru-ordinary,0.001,on,global,47,False,0.7725046771589885,0.7575794837362382,0.8519537700350008,7,8.0,33466.0,33338.0,0.0,True,,,False,2026-09-22 20:56
wiki_identity_s43_lr1e-3,matched,tgbl-wiki,identity-maps,0.001,on,global,43,False,0.7742614071153978,0.76282429832401,0.8542822070410642,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 16:46
wiki_identity_s43_lr3e-4,matched,tgbl-wiki,identity-maps,0.0003,on,global,43,False,0.7490415002017233,0.7359533961459375,0.8494136576618007,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 16:09
wiki_identity_s44_lr1e-3,matched,tgbl-wiki,identity-maps,0.001,on,global,44,False,0.7798048876382713,0.7648430852387661,0.8496676688359102,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 19:46
wiki_identity_s45_lr1e-3,matched,tgbl-wiki,identity-maps,0.001,on,global,45,False,0.7778419556643374,0.7649155650974698,0.8531814914334411,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 20:15
wiki_identity_s46_lr1e-3,matched,tgbl-wiki,identity-maps,0.001,on,global,46,False,0.777050631389777,0.7612101415903288,0.8499216799860476,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 19:30
wiki_identity_s47_lr1e-3,matched,tgbl-wiki,identity-maps,0.001,on,global,47,False,0.7743163637573716,0.7610349241040268,0.8514034125333636,8,8.0,444686.0,444558.0,0.0,True,,,False,2026-09-22 20:00
wiki_nodeframe_s43_lr1e-3,matched,tgbl-wiki,node-frame,0.001,on,global,43,False,0.7792795283829428,0.7640372573229185,0.8511070656645717,8,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 17:22
wiki_nodeframe_s43_lr3e-4,matched,tgbl-wiki,node-frame,0.0003,on,global,43,False,0.7466917640293519,0.7317244227292561,0.8505567081149903,8,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 15:11
wiki_nodeframe_s44_lr1e-3,matched,tgbl-wiki,node-frame,0.001,on,global,44,False,0.7656376967986872,0.7550841160924483,0.8493713219191742,8,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 21:30
wiki_nodeframe_s45_lr1e-3,matched,tgbl-wiki,node-frame,0.001,on,global,45,False,0.7579908114609379,0.7479105030158993,0.8508107194316704,8,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 20:16
wiki_nodeframe_s46_lr1e-3,matched,tgbl-wiki,node-frame,0.001,on,global,46,False,0.7653560493371513,0.7528823528010306,0.854874899844999,5,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 20:13
wiki_nodeframe_s47_lr1e-3,matched,tgbl-wiki,node-frame,0.001,on,global,47,False,0.7630615009024981,0.7516840160218551,0.8511494011409821,6,8.0,444750.0,444750.0,0.0,True,,,False,2026-09-22 20:04
wiki_tsd_s43_lr1e-3,matched,tgbl-wiki,tsd,0.001,on,global,43,False,0.773008566238874,0.7575254706119957,0.851615088249988,8,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 16:02
wiki_tsd_s43_lr3e-4,matched,tgbl-wiki,tsd,0.0003,on,global,43,False,0.7489698413685504,0.7337068624762626,0.851318742496528,7,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 16:26
wiki_tsd_s44_lr1e-3,matched,tgbl-wiki,tsd,0.001,on,global,44,False,0.7827853046057666,0.7646197281447612,0.8507683842883456,8,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 19:37
wiki_tsd_s45_lr1e-3,matched,tgbl-wiki,tsd,0.001,on,global,45,False,0.7792712023488745,0.763108517348345,0.8539011900420718,8,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 19:28
wiki_tsd_s46_lr1e-3,matched,tgbl-wiki,tsd,0.001,on,global,46,False,0.7808720183841341,0.7646510411550843,0.8516997586829934,8,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 18:50
wiki_tsd_s47_lr1e-3,matched,tgbl-wiki,tsd,0.001,on,global,47,False,0.7771203591495438,0.761607125094276,0.8507260490011883,8,8.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 19:04
polecat_coreoff_s43,polecat,tkgl-polecat,core-off,0.003,on,global,43,False,0.2370314420167421,0.2283455656306505,0.37799547822489,2,7.0,635291.0,9506.0,0.0,True,,,False,2026-09-23 10:59
polecat_coreoff_s47,polecat,tkgl-polecat,core-off,0.003,on,global,47,False,0.2352598765628939,0.2247551574426637,0.3765385738883043,5,10.0,635291.0,9506.0,0.0,True,,,False,2026-09-23 09:58
polecat_gru_s43,polecat,tkgl-polecat,gru-ordinary,0.003,on,global,43,False,0.2529462021782247,0.2463100489102035,0.3992219833127037,9,10.0,37625.0,37497.0,0.0,True,,,False,2026-09-23 10:57
polecat_gru_s47,polecat,tkgl-polecat,gru-ordinary,0.003,on,global,47,False,0.2503998905653148,0.2444587773968063,0.3994040956519994,10,10.0,37625.0,37497.0,0.0,True,,,False,2026-09-23 08:37
attention,smoke,tgbl-wiki,attention-gates,0.0003,on,global,43,False,0.6416648473888635,0.5374252315461635,0.765250002078712,1,1.0,444815.0,444815.0,0.0,True,,,False,2026-09-22 09:44
coreoff,smoke,tgbl-wiki,core-off,0.0003,on,node_update,43,False,0.6419879194051027,0.540589959077537,0.768500003002584,1,1.0,448844.0,8419.0,0.0,True,,,False,2026-09-22 09:41
gru,smoke,tgbl-wiki,gru-sheaf,0.0003,on,global,43,False,0.6066575837954878,0.5254991688802838,0.7642500006482005,1,1.0,33466.0,33466.0,0.0,True,,,False,2026-09-22 09:44
synth_r,smoke,synth-history:results/review_2026_09_22/synthetic/gen_s1r/data.npz,tsd,0.001,off,global,43,False,0.2086665765345096,0.2150827836642662,0.4513333383301894,1,1.0,291269.0,291269.0,0.0,True,,,False,2026-09-22 11:44
tsd,smoke,tgbl-wiki,tsd,0.0003,on,global,43,False,0.6251902469769121,0.526320749759674,0.7492500002682209,1,1.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 09:44
tsd_clockdiag,smoke,tgbl-wiki,tsd,0.0003,on,global,43,False,0.6249151859357953,0.5268619748428464,0.7490000002682209,1,1.0,444686.0,444686.0,0.0,True,,,False,2026-09-22 10:01
sp_coreoff_s43,sp,tkgl-smallpedia,core-off,0.01,on,global,43,False,0.5606144333595411,0.512847108342749,0.6704949422265509,15,15.0,652961.0,27176.0,0.0,True,,,False,2026-09-23 10:57
sp_curonly_s44,sp,tkgl-smallpedia,current-only-maps,0.01,on,global,44,False,0.6480591452536738,0.6144323187615134,0.7123464780864878,13,15.0,652963.0,652963.0,0.0,True,,,False,2026-09-23 05:50
sw_attention_s43,sw,thgl-software,attention-gates,0.001,on,global,43,False,0.3859904106937581,0.4423304501615025,0.4861122917825384,4,12.0,630924.0,630924.0,0.0,True,,,False,2026-09-23 06:27
sw_attention_s46,sw,thgl-software,attention-gates,0.001,on,global,46,False,0.3862861937534417,0.4424217740202135,0.483794318207027,5,13.0,630924.0,630924.0,0.0,True,,,False,2026-09-23 06:09
sw_attention_s47,sw,thgl-software,attention-gates,0.001,on,global,47,False,0.3855844769285098,0.4435847065053063,0.4833915820017839,9,17.0,630924.0,630924.0,0.0,True,,,False,2026-09-23 05:18
sw_coreoff_s43,sw,thgl-software,core-off,0.001,on,global,43,False,0.3700526069305495,0.4288246408243925,0.4569228235950664,14,20.0,634953.0,9168.0,0.0,True,,,False,2026-09-23 05:05
sw_coreoff_s46,sw,thgl-software,core-off,0.001,on,global,46,False,0.3697585150849467,0.4293235255484181,0.4569630962078214,20,20.0,634953.0,9168.0,0.0,True,,,False,2026-09-23 05:34
sw_coreoff_s47,sw,thgl-software,core-off,0.001,on,global,47,False,0.3694673384510981,0.4271716401356694,0.4544527039381473,11,19.0,634953.0,9168.0,0.0,True,,,False,2026-09-23 07:51
sw_diag_s43,sw,thgl-software,diagssm-ordinary,0.001,on,global,43,False,0.3820817868263355,0.437197335392646,0.4790241244071088,5,13.0,12043.0,11915.0,0.0,True,,,False,2026-09-23 04:45
sw_diag_s46,sw,thgl-software,diagssm-ordinary,0.001,on,global,46,False,0.3828210277225919,0.439644519794596,0.478558739954358,7,15.0,12043.0,11915.0,0.0,True,,,False,2026-09-23 07:52
sw_diag_s47,sw,thgl-software,diagssm-ordinary,0.001,on,global,47,False,0.3814879910982615,0.4350644047330347,0.4736632502591489,4,12.0,12043.0,11915.0,0.0,True,,,False,2026-09-23 05:00
sw_gru_s43,sw,thgl-software,gru-ordinary,0.001,on,global,43,False,0.3800920441270808,0.4382235601098754,0.4751936477872487,8,16.0,37287.0,37159.0,0.0,True,,,False,2026-09-23 04:54
sw_gru_s46,sw,thgl-software,gru-ordinary,0.001,on,global,46,False,0.3821092407866923,0.4412097921527588,0.4795834805679166,14,20.0,37287.0,37159.0,0.0,True,,,False,2026-09-23 06:29
sw_gru_s47,sw,thgl-software,gru-ordinary,0.001,on,global,47,False,0.3799074049226293,0.4355157359892219,0.4750459786315651,3,11.0,37287.0,37159.0,0.0,True,,,False,2026-09-23 04:55
sw_nodeframe_s43,sw,thgl-software,node-frame,0.001,on,global,43,False,0.3796719121753157,0.4366726145932373,0.4789256769742437,3,11.0,630859.0,630859.0,0.0,True,,,False,2026-09-23 08:04
sw_nodeframe_s46,sw,thgl-software,node-frame,0.001,on,global,46,False,0.3833393991277294,0.4401803109920631,0.4808409156289119,5,13.0,630859.0,630859.0,0.0,True,,,False,2026-09-23 05:03
sw_nodeframe_s47,sw,thgl-software,node-frame,0.001,on,global,47,False,0.3838447335174807,0.4394523954822342,0.4818790803346546,4,12.0,630859.0,630859.0,0.0,True,,,False,2026-09-23 04:46
wd_coreoff_s43,wd,tkgl-wikidata,core-off,0.003,on,global,43,False,0.644109123876782,0.5339197897181523,0.5957126022172741,2,4.0,357331.0,45242.0,0.0,True,,,False,2026-09-23 04:54
wd_coreoff_s46,wd,tkgl-wikidata,core-off,0.003,on,global,46,False,0.6415986780362817,0.5341538903304331,0.5960236311380808,4,4.0,357331.0,45242.0,0.0,True,,,False,2026-09-23 04:44
wd_gru_s43,wd,tkgl-wikidata,gru-ordinary,0.003,on,global,43,False,0.6440740602322749,0.5358048391688917,0.6005782705250043,4,4.0,56401.0,56337.0,0.0,True,,,False,2026-09-23 05:44
wd_gru_s46,wd,tkgl-wikidata,gru-ordinary,0.003,on,global,46,False,0.6468147705837369,0.537284979802396,0.6016246693087909,4,4.0,56401.0,56337.0,0.0,True,,,False,2026-09-23 04:38
wd_gru_s47,wd,tkgl-wikidata,gru-ordinary,0.003,on,global,47,False,0.642803075431577,0.5343300577902566,0.5980882703434997,4,4.0,56401.0,56337.0,0.0,True,,,False,2026-09-23 08:19
forum_abl_curonly,forum,thgl-forum,current-only-maps,0.001,on,global,43,False,0.6390461442090046,0.6475029310472113,0.7027667955805105,2,,,,,,,,True,2026-09-13 11:31
forum_abl_curonly_s46,forum,thgl-forum,current-only-maps,0.001,on,global,46,False,0.5970923248663716,0.6099031559287126,0.6601871731578661,1,,,,,,,,True,2026-09-15 03:04
forum_abl_curonly_s47,forum,thgl-forum,current-only-maps,0.001,on,global,47,False,0.6195787181075588,0.633646931714349,0.7068611902300066,4,,,,,,,,True,2026-09-22 02:51
forum_abl_identity,forum,thgl-forum,identity-maps,0.001,on,global,43,False,0.6208468056184606,0.6313291609545825,0.6899838453754632,2,,,,,,,,True,2026-09-13 16:26
forum_abl_identity_s46,forum,thgl-forum,identity-maps,0.001,on,global,46,False,0.643751651384947,0.6500633659490559,0.7030246771979136,4,,,,,,,,True,2026-09-14 22:29
forum_abl_identity_s47,forum,thgl-forum,identity-maps,0.001,on,global,47,False,0.622341031514011,0.6324058541720504,0.6646292431721833,2,,,,,,,,True,2026-09-22 02:30
forum_abl_nodelta,forum,thgl-forum,tsd-no-gap,0.001,on,global,43,False,0.6411054474165372,0.6474948869573741,0.7020562899901811,2,,,,,,,,True,2026-09-13 15:00
forum_abl_nodelta_s46,forum,thgl-forum,tsd-no-gap,0.001,on,global,46,False,0.6119040134212504,0.6233383256856021,0.6927054924865418,1,,,,,,,,True,2026-09-15 03:02
forum_abl_nodelta_s47,forum,thgl-forum,tsd-no-gap,0.001,on,global,47,False,0.6163648657823336,0.6302445765832019,0.6829233937474557,3,,,,,,,,True,2026-09-21 23:39
forum_abl_nomem,forum,thgl-forum,tsd-no-memory,0.001,on,global,43,False,0.6425410483473862,0.6491080161076297,0.7005524956159483,2,,,,,,,,True,2026-09-15 07:49
forum_abl_nomem_s46,forum,thgl-forum,tsd-no-memory,0.001,on,global,46,False,0.6405455441894158,0.6478267060816746,0.702245981747617,2,,,,,,,,True,2026-09-15 22:23
forum_abl_nomem_s47,forum,thgl-forum,tsd-no-memory,0.001,on,global,47,False,0.6467715601701884,0.6534146876563307,0.706354686946111,3,,,,,,,,True,2026-09-22 05:01
forum_coreoff_norec,forum,thgl-forum,core-off,0.001,off,global,43,False,0.2536413730401214,0.2372644542169087,0.3461855013492428,4,,,,,,,,True,2026-09-14 22:51
forum_coreoff_norec_s46,forum,thgl-forum,core-off,0.001,off,global,46,False,0.2360489549845404,0.2201751497290645,0.3394441041078251,4,,,,,,,,True,2026-09-15 21:56
forum_coreoff_norec_s47,forum,thgl-forum,core-off,0.001,off,global,47,False,0.2487840283004073,0.2320260988385767,0.3502490279224075,4,,,,,,,,True,2026-09-17 05:26
forum_coreoff_rec,forum,thgl-forum,core-off,0.001,on,global,43,False,0.601966775580632,0.6150883266127067,0.6475150643355128,3,,,,,,,,True,2026-09-15 07:42
forum_coreoff_rec_s46,forum,thgl-forum,core-off,0.001,on,global,46,False,0.6023613795668099,0.6150842270336785,0.6476127168700926,3,,,,,,,,True,2026-09-15 22:07
forum_coreoff_rec_s47,forum,thgl-forum,core-off,0.001,on,global,47,False,0.6041782985926805,0.6165638598502671,0.6488521752770827,4,,,,,,,,True,2026-09-22 02:47
forum_f_s43,forum,thgl-forum,tsd,0.001,on,global,43,False,0.6229663878828519,0.6279851863704754,0.6825754371571802,1,,,,,,,,True,2026-09-05 18:37
forum_f_s46,forum,thgl-forum,tsd,0.001,on,global,46,False,0.6345150431407026,0.6412311482580632,0.6943841060540421,3,,,,,,,,True,2026-09-07 02:43
forum_f_s47,forum,thgl-forum,tsd,0.001,on,global,47,False,0.6018888419682515,0.6187274944382603,0.6525823367516175,4,,,,,,,,True,2026-09-11 01:43
forum_norec_curonly,forum,thgl-forum,current-only-maps,0.001,off,global,43,False,0.3909623752280976,0.3842456007412674,0.5673899781077126,4,,,,,,,,True,2026-09-15 03:25
forum_norec_curonly_s46,forum,thgl-forum,current-only-maps,0.001,off,global,46,False,0.416308126405197,0.4112601795877655,0.5449860025182013,4,,,,,,,,True,2026-09-15 22:27
forum_norec_full,forum,thgl-forum,tsd,0.001,off,global,43,False,0.4060855183130543,0.3940118118014095,0.5448148281884854,3,,,,,,,,True,2026-09-15 07:51
forum_norec_full_s46,forum,thgl-forum,tsd,0.001,off,global,46,False,0.409095854542181,0.4006918595762869,0.5359211455592578,4,,,,,,,,True,2026-09-15 22:02
forum_norec_full_s47,forum,thgl-forum,tsd,0.001,off,global,47,False,0.3554031809670085,0.3469586156369317,0.5585706579961731,4,,,,,,,,True,2026-09-17 03:59
forum_norec_identity,forum,thgl-forum,identity-maps,0.001,off,global,43,False,0.2276779280898375,0.2203694883466112,0.4597970119817808,2,,,,,,,,True,2026-09-15 07:43
forum_norec_identity_s46,forum,thgl-forum,identity-maps,0.001,off,global,46,False,0.3414231625868361,0.3324549436032786,0.5273900141969372,1,,,,,,,,True,2026-09-15 22:12
forum_norec_identity_s47,forum,thgl-forum,identity-maps,0.001,off,global,47,False,0.3536406748377187,0.3257445062434097,0.5538241236275092,4,,,,,,,,True,2026-09-17 03:30
forum_norec_nodelta,forum,thgl-forum,tsd-no-gap,0.001,off,global,43,False,0.3654365803925927,0.360758431686101,0.50531547383284,1,,,,,,,,True,2026-09-15 11:51
forum_norec_nodelta_s46,forum,thgl-forum,tsd-no-gap,0.001,off,global,46,False,0.361907299967605,0.3513941346120325,0.5307312484683336,3,,,,,,,,True,2026-09-15 22:10
forum_norec_nodelta_s47,forum,thgl-forum,tsd-no-gap,0.001,off,global,47,False,0.391259698802863,0.3899712856797306,0.5558849307155528,4,,,,,,,,True,2026-09-17 04:36
forum_norec_nomem,forum,thgl-forum,tsd-no-memory,0.001,off,global,43,False,0.4171525249833858,0.4087130126492935,0.5558425576657128,4,,,,,,,,True,2026-09-15 09:02
forum_norec_nomem_s46,forum,thgl-forum,tsd-no-memory,0.001,off,global,46,False,0.3912564177746654,0.3829193315311225,0.5353725517099881,1,,,,,,,,True,2026-09-15 21:59
icews_abl_curonly,icews,tkgl-icews,current-only-maps,0.003,on,global,43,False,0.3157741773471787,0.3285119192191082,0.5267628216819469,5,,,,,,,,True,2026-09-14 17:50
icews_abl_identity,icews,tkgl-icews,identity-maps,0.003,on,global,43,False,0.3219813079365144,0.3368611076201042,0.5399675104920856,5,,,,,,,,True,2026-09-14 17:54
icews_abl_nomem,icews,tkgl-icews,tsd-no-memory,0.003,on,global,43,False,0.3172839436143652,0.3294988349413741,0.5242756016834208,4,,,,,,,,True,2026-09-16 13:27
icews_abl_nomem_s46,icews,tkgl-icews,tsd-no-memory,0.003,on,global,46,False,0.3123036054982445,0.3269051694209502,0.5219835921961239,4,,,,,,,,True,2026-09-17 07:28
icews_coreoff_rec,icews,tkgl-icews,core-off,0.003,on,global,43,False,0.2979849694233258,0.319061778637057,0.5214742817926714,5,,,,,,,,True,2026-09-16 14:01
icews_coreoff_rec_s46,icews,tkgl-icews,core-off,0.003,on,global,46,False,0.2996283026545567,0.3113882963671058,0.5074908986339922,3,,,,,,,,True,2026-09-18 18:09
icews_eval_s43,icews,tkgl-icews,tsd,0.003,on,global,43,False,0.3235238312974722,0.3386218864867703,0.5405479843181132,-1,,,,,,,,True,2026-09-11 23:24
icews_eval_s46,icews,tkgl-icews,tsd,0.003,on,global,46,False,0.3227437193100907,0.3341947866141307,0.5288327457694774,-1,,,,,,,,True,2026-09-14 03:00
icews_eval_s47,icews,tkgl-icews,tsd,0.003,on,global,47,False,0.3088133073799262,0.3326458931631487,0.5269528731613141,-1,,,,,,,,True,2026-09-13 23:23
polecat_abl_curonly,polecat,tkgl-polecat,current-only-maps,0.003,on,global,43,False,0.2543648241627057,0.2476125469915536,0.4006619905872262,10,,,,,,,,True,2026-09-12 21:04
polecat_abl_curonly_s46,polecat,tkgl-polecat,current-only-maps,0.003,on,global,46,False,0.2529608954857726,0.2467899576703148,0.3987357216182811,9,,,,,,,,True,2026-09-18 16:09
polecat_abl_identity,polecat,tkgl-polecat,identity-maps,0.003,on,global,43,False,0.2507755770326225,0.2449254768156146,0.397121111044021,10,,,,,,,,True,2026-09-12 20:57
polecat_abl_identity_s46,polecat,tkgl-polecat,identity-maps,0.003,on,global,46,False,0.2501019246977746,0.2440185746415087,0.3942410956832169,6,,,,,,,,True,2026-09-18 16:28
polecat_abl_nodelta,polecat,tkgl-polecat,tsd-no-gap,0.003,on,global,43,False,0.2501328823415141,0.2441376445832858,0.3977406712679882,9,,,,,,,,True,2026-09-12 20:27
polecat_abl_nodelta_s46,polecat,tkgl-polecat,tsd-no-gap,0.003,on,global,46,False,0.2466892318382613,0.2407722905548344,0.3941340810315689,10,,,,,,,,True,2026-09-18 16:01
polecat_f_s43,polecat,tkgl-polecat,tsd,0.003,on,global,43,False,0.2472286557681902,0.2403000034304314,0.3941528546385045,10,,,,,,,,True,2026-09-05 23:56
polecat_f_s46,polecat,tkgl-polecat,tsd,0.003,on,global,46,False,0.2518201775849535,0.2460985191840125,0.3992332470564603,9,,,,,,,,True,2026-09-08 23:10
polecat_f_s47,polecat,tkgl-polecat,tsd,0.003,on,global,47,False,0.252723530937182,0.2461634466937962,0.3975435374392707,6,,,,,,,,True,2026-09-12 15:01
sp_abl_curonly,sp,tkgl-smallpedia,current-only-maps,0.01,on,global,43,False,0.6301516495956648,0.595924788723391,0.7102198837066034,15,,,,,,,,True,2026-09-05 02:45
sp_abl_curonly_s46,sp,tkgl-smallpedia,current-only-maps,0.01,on,global,46,False,0.6413805398836238,0.6110305249109472,0.7117765282348755,14,,,,,,,,True,2026-09-16 00:55
sp_abl_curonly_s47,sp,tkgl-smallpedia,current-only-maps,0.01,on,global,47,False,0.6429524959695292,0.6092045273143879,0.7118562019277799,13,,,,,,,,True,2026-09-15 23:05
sp_abl_identity,sp,tkgl-smallpedia,identity-maps,0.01,on,global,43,False,0.6466548478456398,0.6181829827892553,0.7119236188130611,12,,,,,,,,True,2026-09-04 23:15
sp_abl_identity_s46,sp,tkgl-smallpedia,identity-maps,0.01,on,global,46,False,0.6386929906999125,0.6062263694189525,0.7120216750252335,12,,,,,,,,True,2026-09-15 23:16
sp_abl_identity_s47,sp,tkgl-smallpedia,identity-maps,0.01,on,global,47,False,0.6456739932521903,0.6154445466131291,0.7121503648994232,15,,,,,,,,True,2026-09-15 23:10
sp_abl_nodelta,sp,tkgl-smallpedia,tsd-no-gap,0.01,on,global,43,False,0.6453187028943603,0.6160227267823046,0.7128551413166728,15,,,,,,,,True,2026-09-05 01:02
sp_abl_nodelta_s46,sp,tkgl-smallpedia,tsd-no-gap,0.01,on,global,46,False,0.6385620132160562,0.6053613115896461,0.7125180794051094,12,,,,,,,,True,2026-09-15 21:37
sp_abl_nodelta_s47,sp,tkgl-smallpedia,tsd-no-gap,0.01,on,global,47,False,0.6412710462607698,0.6111548309061061,0.7139031180238302,12,,,,,,,,True,2026-09-16 01:15
sw_abl_curonly,sw,thgl-software,current-only-maps,0.001,on,global,43,False,0.3804918713762141,0.4341200941254584,0.4720478279229966,3,,,,,,,,True,2026-09-09 20:50
sw_abl_curonly_s46,sw,thgl-software,current-only-maps,0.001,on,global,46,False,0.385362568207875,0.4424667496171048,0.4862510113203198,13,,,,,,,,True,2026-09-16 02:27
sw_abl_curonly_s47,sw,thgl-software,current-only-maps,0.001,on,global,47,False,0.3830483142677607,0.4397323931442057,0.4789659509280772,17,,,,,,,,True,2026-09-16 02:22
sw_abl_identity,sw,thgl-software,identity-maps,0.001,on,global,43,False,0.3802446732757097,0.4357419709521494,0.4742136582563566,3,,,,,,,,True,2026-09-09 01:32
sw_abl_identity_s46,sw,thgl-software,identity-maps,0.001,on,global,46,False,0.3836526896394432,0.4407569926911357,0.4850651757989487,8,,,,,,,,True,2026-09-16 01:22
sw_abl_identity_s47,sw,thgl-software,identity-maps,0.001,on,global,47,False,0.3843976362842011,0.4410239014094569,0.4827919496708156,8,,,,,,,,True,2026-09-16 01:15
sw_abl_nodelta,sw,thgl-software,tsd-no-gap,0.001,on,global,43,False,0.382809954195066,0.4392225462091222,0.4813689479928339,4,,,,,,,,True,2026-09-09 11:11
sw_abl_nodelta_s46,sw,thgl-software,tsd-no-gap,0.001,on,global,46,False,0.3829535152200423,0.4397171850628737,0.4814360694218214,10,,,,,,,,True,2026-09-16 01:52
sw_abl_nodelta_s47,sw,thgl-software,tsd-no-gap,0.001,on,global,47,False,0.3854023887107815,0.4390691224999892,0.4825771582370348,3,,,,,,,,True,2026-09-15 23:40
sw_f_s43,sw,thgl-software,tsd,0.001,on,global,43,False,0.3795992666279121,0.4360192940843008,0.4736453505356431,12,,,,,,,,True,2026-09-05 05:54
sw_f_s46,sw,thgl-software,tsd,0.001,on,global,46,False,0.3844292875001592,0.4399680341391525,0.4796282287885221,9,,,,,,,,True,2026-09-05 17:51
sw_f_s47,sw,thgl-software,tsd,0.001,on,global,47,False,0.3798061961816557,0.4368618048309459,0.4744418728301235,6,,,,,,,,True,2026-09-05 22:23
wd_abl_curonly,wd,tkgl-wikidata,current-only-maps,0.003,on,global,43,False,0.6377580265692873,0.5381421677215943,0.6090814896680292,4,,,,,,,,True,2026-09-17 16:49
wd_abl_identity,wd,tkgl-wikidata,identity-maps,0.003,on,global,43,False,0.6420807737021286,0.5336320426707885,0.5950328451414092,4,,,,,,,,True,2026-09-17 17:11
wd_abl_nodelta,wd,tkgl-wikidata,tsd-no-gap,0.003,on,global,43,False,0.6434268721203226,0.5362135107331231,0.5982001783139389,4,,,,,,,,True,2026-09-17 16:57
wd_f_s43,wd,tkgl-wikidata,tsd,0.003,on,global,43,False,0.6440309238005584,0.5370788666432262,0.6017973897120726,3,,,,,,,,True,2026-09-10 02:50
wd_f_s46,wd,tkgl-wikidata,tsd,0.003,on,global,46,False,0.640763976212773,0.5500371345736689,0.6206359693410809,4,,,,,,,,True,2026-09-12 13:43
wd_f_s47,wd,tkgl-wikidata,tsd,0.003,on,global,47,False,0.6404688045006894,0.532305703439783,0.5951610774787377,3,,,,,,,,True,2026-09-12 10:28
