tag,split,queries,snapshots,candidates,pad_masked,pos_nonfinite,pos_nan,pos_posinf,pos_neginf,neg_nan,neg_posinf,neg_neginf,queries_with_invalid_neg,queries_affected,transformed_scores,rr_tgb_raw,rr_guarded,rr_conservative,hits_guarded,state_nonfinite_snapshots,rec_nonfinite_snapshots,mrr_tgb_raw,mrr_guarded,mrr_conservative,hits10_guarded,parity_raw_vs_guarded,parity_guarded_vs_conservative,run,group
wiki_diag_s43_lr1e-3,val,87621,2129,87533377,2,0,0,0,0,0,0,0,0,0,0,66095.86757136522,66095.86757136522,66095.86757136522,76996.0,0,0,0.7543382017023912,0.7543382017023912,0.7543382017023912,0.8787391150523276,True,True,wiki_diag_s43_lr1e-3,matched
wiki_diag_s43_lr1e-3,test,23621,767,23597377,2,0,0,0,0,0,0,0,0,0,0,18091.10647250023,18091.10647250023,18091.10647250023,20107.0,0,0,0.7658907951610952,0.7658907951610952,0.7658907951610952,0.8512340713771643,True,True,wiki_diag_s43_lr1e-3,matched
wiki_diag_s43_lr3e-4,val,87621,2129,87533377,2,0,0,0,0,0,0,0,0,0,0,61923.97421254256,61923.97421254256,61923.97421254256,76800.0,0,0,0.7067252623519767,0.7067252623519767,0.7067252623519767,0.8765022083747047,True,True,wiki_diag_s43_lr3e-4,matched
wiki_diag_s43_lr3e-4,test,23621,767,23597377,2,0,0,0,0,0,0,0,0,0,0,16939.50211413066,16939.50211413066,16939.50211413066,20081.0,0,0,0.7171373825888261,0.7171373825888261,0.7171373825888261,0.8501333559121121,True,True,wiki_diag_s43_lr3e-4,matched
wiki_gru_s43_lr1e-3,val,87621,2129,87533377,2,0,0,0,0,0,0,0,0,0,0,66173.90472657849,66173.90472657849,66173.90472657849,77001.0,0,0,0.7552288233023875,0.7552288233023875,0.7552288233023875,0.8787961789981854,True,True,wiki_gru_s43_lr1e-3,matched
wiki_gru_s43_lr1e-3,test,23621,767,23597377,2,0,0,0,0,0,0,0,0,0,0,18218.02787618476,18218.02787618476,18218.02787618476,20201.0,0,0,0.7712640394642378,0.7712640394642378,0.7712640394642378,0.8552135811354303,True,True,wiki_gru_s43_lr1e-3,matched
wiki_gru_s43_lr3e-4,val,87621,2129,87533377,2,0,0,0,0,0,0,0,0,0,0,63282.18026334031,63282.18026334031,63282.18026334031,76893.0,0,0,0.7222261816612492,0.7222261816612492,0.7222261816612492,0.8775635977676585,True,True,wiki_gru_s43_lr3e-4,matched
wiki_gru_s43_lr3e-4,test,23621,767,23597377,2,0,0,0,0,0,0,0,0,0,0,17328.578440018315,17328.578440018315,17328.578440018315,20087.0,0,0,0.7336090106269131,0.7336090106269131,0.7336090106269131,0.850387367173278,True,True,wiki_gru_s43_lr3e-4,matched
wiki_nodeframe_s43_lr3e-4,val,87621,2129,87533377,2,0,0,0,0,0,0,0,0,0,0,63226.43674823331,63226.43674823331,63226.43674823331,76831.0,0,0,0.721589992675652,0.721589992675652,0.721589992675652,0.8768560048390226,True,True,wiki_nodeframe_s43_lr3e-4,matched
wiki_nodeframe_s43_lr3e-4,test,23621,767,23597377,2,0,0,0,0,0,0,0,0,0,0,17284.0625276229,17284.0625276229,17284.0625276229,20091.0,0,0,0.7317244201186613,0.7317244201186613,0.7317244201186613,0.8505567080140553,True,True,wiki_nodeframe_s43_lr3e-4,matched
attention,val,6000,144,5994000,0,0,0,0,0,0,0,0,0,0,0,3857.618711631233,3857.618711631233,3857.618711631233,5005.0,0,0,0.6429364519385389,0.6429364519385389,0.6429364519385389,0.8341666666666666,True,True,attention,smoke
attention,test,4000,97,3996000,0,0,0,0,0,0,0,0,0,0,0,2149.7009043469952,2149.7009043469952,2149.7009043469952,3061.0,0,0,0.5374252260867488,0.5374252260867488,0.5374252260867488,0.76525,True,True,attention,smoke
coreoff,val,6000,144,5994000,0,0,0,0,0,0,0,0,0,0,0,3849.204775012593,3849.204775012593,3849.204775012593,4987.0,0,0,0.6415341291687655,0.6415341291687655,0.6415341291687655,0.8311666666666667,True,True,coreoff,smoke
coreoff,test,4000,97,3996000,0,0,0,0,0,0,0,0,0,0,0,2162.3598114839256,2162.3598114839256,2162.3598114839256,3074.0,0,0,0.5405899528709814,0.5405899528709814,0.5405899528709814,0.7685,True,True,coreoff,smoke
gru,val,6000,144,5994000,0,0,0,0,0,0,0,0,0,0,0,3658.603800844453,3658.603800844453,3658.603800844453,4945.0,0,0,0.6097673001407421,0.6097673001407421,0.6097673001407421,0.8241666666666667,True,True,gru,smoke
gru,test,4000,97,3996000,0,0,0,0,0,0,0,0,0,0,0,2101.996659740387,2101.996659740387,2101.996659740387,3057.0,0,0,0.5254991649350967,0.5254991649350967,0.5254991649350967,0.76425,True,True,gru,smoke
synth_r,val,2500,131,80000,0,0,0,0,0,0,0,0,0,0,0,526.212275368682,526.212275368682,526.212275368682,1175.0,0,0,0.2104849101474727,0.2104849101474727,0.2104849101474727,0.47,True,True,synth_r,smoke
synth_r,test,1500,76,48000,0,0,0,0,0,0,0,0,0,0,0,322.62417325006254,322.62417325006254,322.62417325006254,677.0,0,0,0.2150827821667083,0.2150827821667083,0.2150827821667083,0.4513333333333333,True,True,synth_r,smoke
tsd,val,6000,144,5994000,0,0,0,0,0,0,0,0,0,0,0,3762.213533575797,3762.213533575797,3762.213533575797,4927.0,0,0,0.6270355889292996,0.6270355889292996,0.6270355889292996,0.8211666666666667,True,True,tsd,smoke
tsd,test,4000,97,3996000,0,0,0,0,0,0,0,0,0,0,0,2105.282973345436,2105.282973345436,2105.282973345436,2997.0,0,0,0.526320743336359,0.526320743336359,0.526320743336359,0.74925,True,True,tsd,smoke
tsd_clockdiag,val,6000,144,5994000,0,0,0,0,0,0,0,0,0,0,0,3760.8846777479457,3760.8846777479457,3760.8846777479457,4920.0,0,0,0.6268141129579909,0.6268141129579909,0.6268141129579909,0.82,True,True,tsd_clockdiag,smoke
tsd_clockdiag,test,4000,97,3996000,0,0,0,0,0,0,0,0,0,0,0,2107.44789321331,2107.44789321331,2107.44789321331,2996.0,0,0,0.5268619733033276,0.5268619733033276,0.5268619733033276,0.749,True,True,tsd_clockdiag,smoke
