split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,24304,"[0.25, 0.25, 0.25, 0.25, 0.25]","[2802.527612, 3229.171936, 3589.298218, 4195.419678, 6908.138428]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 172800.0, 604800.0]","[172800.0, 2682000.0, 21423600.0, 99450000.0, 147567600.0]","[2801.191187, 3227.83551, 3587.961792, 4194.083252, 6906.802002]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
test,endpoint,4178,"[0.25, 0.25, 0.25, 0.25, 0.25]","[17.959689, 4017.761353, 5695.628662, 7230.764404, 16752.825977]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 172800.0, 1900800.0, 40647600.0]","[86400.0, 86400.0, 432000.0, 3024000.0, 45378900.0]","[16.62336, 4016.424927, 5694.292236, 7229.427979, 16751.490039]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
train_replay,closure,120088,"[0.25, 0.25, 0.25, 0.25, 0.25]","[2792.224097, 3230.811279, 3577.544922, 4148.705811, 6576.433398]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 86400.0, 518400.0]","[172800.0, 1468800.0, 7254000.0, 27043200.0, 75078000.0]","[2790.887671, 3229.474854, 3576.208496, 4147.369385, 6575.096973]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
train_replay,endpoint,19419,"[0.25, 0.25, 0.25, 0.25, 0.25]","[17.21143, 3609.154175, 5270.249023, 7506.164062, 17557.991602]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 691200.0, 16412940.0]","[86400.0, 86400.0, 345600.0, 1987200.0, 19696320.0]","[15.875818, 3607.817749, 5268.912598, 7504.827637, 17556.655664]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
val,closure,27599,"[0.25, 0.25, 0.25, 0.25, 0.25]","[2785.047559, 3217.426025, 3566.195801, 4135.476318, 6522.464795]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 172800.0, 604800.0]","[259200.0, 2593800.0, 19098000.0, 81990000.0, 120873600.0]","[2783.711133, 3216.0896, 3564.859375, 4134.139893, 6521.128369]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
val,endpoint,4412,"[0.25, 0.25, 0.25, 0.25, 0.25]","[18.053827, 3947.246399, 5650.252197, 7244.055908, 16951.997949]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 1728000.0, 42713280.0]","[86400.0, 86400.0, 432000.0, 3110400.0, 46810800.0]","[16.717498, 3945.909973, 5648.915771, 7242.719482, 16950.662012]","[1.336328, 1.336328, 1.336328, 1.336328, 1.336328]"
