epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.36933591903040286,0.36115995187014344,0.4685074985027313,36.0,14.1,6566.6,7176.0,532,0,0,10,0,0,0,0
2,0.25141838253160614,0.362910558013618,0.44671183824539185,35.1,13.7,7115.5,7796.0,532,0,0,3,0,0,0,0
3,0.23414875849857367,0.37320073473453524,0.40341717004776,37.2,13.0,7926.7,8576.0,532,0,0,2,0,0,0,0
4,0.23614030419603774,0.37117113451361655,0.424259215593338,36.3,12.8,7926.7,8576.0,532,0,0,6,0,0,0,0
5,0.23618917382861437,0.37237378114163877,0.43273603916168213,37.5,12.8,7926.7,8576.0,532,0,0,5,0,0,0,0
6,0.23493153569673686,0.372805131714046,0.43342629075050354,36.8,12.3,8743.3,9256.0,532,0,0,5,0,0,0,0
7,0.23045992536148183,0.37251742088496687,0.4064469337463379,34.2,14.3,8743.3,9256.0,532,0,0,3,0,0,0,0
8,0.2279306469079023,0.37092303214520217,0.3962307572364807,35.6,12.5,8743.3,9256.0,532,0,0,3,0,0,0,0
9,0.22639240477150097,0.3694862807035446,0.3937264382839203,35.0,12.4,8743.3,9256.0,532,0,0,2,0,0,0,0
10,0.2260522832323734,0.36687253135591746,0.42521658539772034,34.4,12.8,8743.3,9256.0,532,0,0,0,0,0,0,0
11,0.22614308429839916,0.3699072434619069,0.3923974633216858,36.6,12.8,8743.3,9256.0,532,0,0,0,0,0,0,0
