epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.11332968868238409,0.5718268070805073,0.10509996116161346,281.1,300.5,8333.3
2,0.050473338146646,0.6385742815792561,0.06618548184633255,282.8,300.1,8533.4
3,0.04665331173803389,0.6526632698786259,0.07028653472661972,271.3,292.6,9385.0
4,0.04530380792992631,0.7034696199858189,0.056835342198610306,276.8,295.1,10045.1
5,0.043409686036331135,0.722540796225071,0.05134383589029312,275.4,292.4,10227.2
6,0.04592567001536642,0.7271872113084793,0.05706348642706871,270.1,285.5,10227.2
7,0.042584542127460545,0.7304013685357571,0.05316048488020897,266.6,283.3,10227.2
8,0.04083814477720826,0.7316922765719891,0.04910344257950783,256.0,278.8,10227.2
9,0.04072412687171366,0.7310308372116089,0.051797688007354736,254.3,278.5,10227.2
10,0.040254439284890586,0.7326271793341637,0.04444215074181557,257.7,282.7,10227.2
11,0.03994037252226748,0.7345430130934715,0.04273352771997452,258.0,278.2,10227.2
12,0.03984852895601509,0.737063119161129,0.043716151267290115,254.7,279.1,10227.2
13,0.038130250173745696,0.7333713608324528,0.04210711270570755,260.2,285.4,10227.2
14,0.03889310456927597,0.7343313939785957,0.043670590966939926,257.8,281.1,10227.2
15,0.038226538059330475,0.7335337942409516,0.0426926352083683,257.6,272.8,10227.2
16,0.03818035374405151,0.7343946266639233,0.04322225600481033,251.0,275.1,10227.2
17,0.03811216979412381,0.7345888037788868,0.045613888651132584,250.9,270.8,10227.2
18,0.038136877215553804,0.7349075724387168,0.04292168468236923,248.3,270.8,10227.2
19,0.03759080185986979,0.7354844395375252,0.042556293308734894,249.1,271.7,10227.2
20,0.037744415213459545,0.7335392055499553,0.039557311683893204,250.5,259.9,10227.2
21,0.036459658429333845,0.7351749394989013,0.03942671790719032,230.3,263.0,10227.2
22,0.035990131039594864,0.7350213388299942,0.039719048887491226,236.0,260.8,10227.2
