split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[-65.535143, -58.473366, -53.631725, -47.804165, -38.748032]","[2.74757, 5.279309, 7.004378, 8.915862, 9.537605]"
test,endpoint,4113,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[598.6, 850.0, 2719.0, 29036.0, 268322.0]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[-71.545053, -64.310585, -58.177616, -51.829941, -39.754668]","[1.014266, 1.263335, 2.277843, 4.769099, 7.223653]"
train_replay,closure,128531,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 8714.0, 64064.0, 260204.0, 953362.5]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[-65.650154, -58.375227, -53.378639, -47.634056, -38.973454]","[0.0, 3.46786, 5.639153, 7.189612, 8.629659]"
train_replay,endpoint,18402,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 767.0, 1792.5, 15686.0, 155274.25]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[-71.227361, -63.406137, -57.871111, -51.894342, -39.656075]","[0.0, 1.18712, 1.886731, 4.09842, 6.617733]"
val,closure,19584,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[-66.065876, -58.755823, -53.883801, -48.241615, -40.030794]","[2.635826, 5.126272, 6.888233, 8.70278, 9.310639]"
val,endpoint,3833,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[596.0, 788.0, 2080.0, 22172.0, 217430.0]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[-71.46866, -63.263378, -57.935226, -51.755352, -38.704865]","[1.011375, 1.206904, 2.023452, 4.474409, 6.990594]"
