split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.010587, 0.019052, 0.028585, 0.042695, 0.071838]","[0.010587, 0.019052, 0.028585, 0.042695, 0.071838]","[558.0, 587.0, 600.0, 615.0, 645.0]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[-5.573432, -4.980696, -4.570971, -4.162504, -3.628103]","[0.982928, 1.016187, 1.030776, 1.047372, 1.079831]"
test,endpoint,4113,"[0.013979, 0.024218, 0.036583, 0.055815, 0.116589]","[0.013979, 0.024218, 0.036583, 0.055815, 0.116589]","[558.0, 588.0, 600.0, 614.0, 645.0]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[-5.290197, -4.740666, -4.324051, -3.893457, -3.129661]","[0.982928, 1.017316, 1.030776, 1.046273, 1.079831]"
train_replay,closure,128531,"[0.010745, 0.018783, 0.028297, 0.043093, 0.074104]","[0.010745, 0.018783, 0.028297, 0.043093, 0.074104]","[561.0, 589.0, 600.0, 612.0, 642.0]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[-5.556843, -4.996195, -4.582356, -4.154709, -3.598393]","[0.986416, 1.018444, 1.030776, 1.044073, 1.076628]"
train_replay,endpoint,18402,"[0.012937, 0.02345, 0.035292, 0.053146, 0.110056]","[0.012937, 0.02345, 0.035292, 0.053146, 0.110056]","[562.0, 590.0, 600.0, 611.0, 640.0]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[-5.365469, -4.771499, -4.359294, -3.941656, -3.185961]","[0.987576, 1.019571, 1.030776, 1.042971, 1.074487]"
val,closure,19584,"[0.01063, 0.019288, 0.029025, 0.043069, 0.073375]","[0.01063, 0.019288, 0.029025, 0.043069, 0.073375]","[564.0, 590.0, 600.0, 612.0, 642.0]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[-5.570542, -4.967553, -4.556797, -4.152873, -3.603979]","[0.989893, 1.019571, 1.030776, 1.044073, 1.076628]"
val,endpoint,3833,"[0.01345, 0.023796, 0.036127, 0.053849, 0.110027]","[0.01345, 0.023796, 0.036127, 0.053849, 0.110027]","[567.0, 590.0, 600.0, 610.0, 634.0]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[-5.338384, -4.754343, -4.333282, -3.925129, -3.189756]","[0.993358, 1.019571, 1.030776, 1.041868, 1.06804]"
