split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,44388,"[0.000605, 0.000916, 0.001151, 0.001454, 0.002476]","[0.000605, 0.000916, 0.001151, 0.001454, 0.002476]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1448.0, 8120.0, 28226.5, 77267.25, 333101.05]","[-8.302394, -7.889495, -7.661497, -7.428032, -6.895311]","[0.895505, 0.895505, 0.895505, 0.895505, 0.895505]"
test,endpoint,18353,"[0.25, 0.25, 0.25, 0.25, 0.25]","[3.375013, 3.906836, 4.368854, 5.009021, 6.613214]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 7200.0, 78417.75]","[637.0, 953.0, 2347.5, 10387.0, 86409.0]","[2.444692, 2.991058, 3.460832, 4.107419, 5.716366]","[0.895505, 0.895505, 0.895505, 0.895505, 0.895505]"
train_replay,closure,51049,"[0.000554, 0.00084, 0.001074, 0.001385, 0.002372]","[0.000554, 0.00084, 0.001074, 0.001385, 0.002372]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1371.0, 7685.5, 25512.0, 66092.5, 195349.0]","[-8.387979, -7.974876, -7.729632, -7.476359, -6.937991]","[0.895505, 0.895505, 0.895505, 0.895505, 0.895505]"
train_replay,endpoint,20310,"[0.25, 0.25, 0.25, 0.25, 0.25]","[3.26111, 3.826745, 4.305564, 4.962171, 6.709424]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 6000.0, 57600.0]","[638.0, 935.0, 2178.0, 8769.75, 67185.2]","[2.333308, 2.911619, 3.397045, 4.059699, 5.812699]","[0.895505, 0.895505, 0.895505, 0.895505, 0.895505]"
val,closure,47743,"[0.000608, 0.000911, 0.001148, 0.001446, 0.002371]","[0.000608, 0.000911, 0.001148, 0.001446, 0.002371]","[599.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1558.0, 9880.0, 31708.0, 85585.0, 270598.7]","[-8.298832, -7.89481, -7.664303, -7.433617, -6.938646]","[0.894518, 0.895505, 0.895505, 0.895505, 0.895505]"
val,endpoint,18157,"[0.25, 0.25, 0.25, 0.25, 0.25]","[3.365112, 3.909826, 4.378382, 5.022436, 6.69244]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 8400.0, 79800.0]","[639.0, 958.0, 2437.0, 11333.0, 86694.4]","[2.436107, 2.994724, 3.470592, 4.120792, 5.796072]","[0.895505, 0.895505, 0.895505, 0.895505, 0.895505]"
