epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.36052564360705536,0.3635816555932164,0.45223042368888855,570.6,558.9,7465.5
2,0.2503206392231965,0.37501888712644577,0.40243953466415405,571.6,560.9,7924.9
3,0.23281508731774817,0.3779221881374717,0.3722876310348511,571.1,560.3,7924.9
4,0.23017063979199506,0.36885184205323457,0.4078698456287384,570.0,554.8,7924.9
5,0.22892094077192304,0.3756555513322353,0.3884309232234955,568.7,551.2,8231.4
6,0.2259002065608152,0.36945527333021166,0.396201491355896,567.8,557.1,8304.8
7,0.22477105051223048,0.37084780459851024,0.4128115475177765,571.1,555.6,8645.2
8,0.22169172198028492,0.3687650060176849,0.40736836194992065,564.7,548.6,8645.2
9,0.22296701704985217,0.36734772438406943,0.40825098752975464,562.5,549.0,8645.2
10,0.22214758016617225,0.3693423478618264,0.4061741828918457,560.6,555.3,8645.2
11,0.22192231162374182,0.3723227842062712,0.3934897780418396,561.1,549.7,8645.2
