split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,127665,126442,0.9904202404731133,7475,0.0585516782203423,0,3503,7475,0.24893651694247293,511.78228472020635,3.630082689320824,25 59 120 122 145 129 134 112 135 132 110 126442,3503 0 0 0 0 56433 47495 17940 2289 5 0 0 0 0,7475 0 0 0 0 38799 44813 27729 8616 233 0 0 0 0,200000,1389498
train_replay,closure,894276,892847,0.9984020593194942,132309,0.14795096815748157,0,3972,132309,0.24982394642883635,384.5341118819198,4.915647670262765,32 77 133 131 155 153 167 141 160 130 150 892847,3972 0 0 0 0 342639 419514 119751 8390 10 0 0 0 0,132309 0 0 0 0 8339 90887 289709 333588 39444 0 0 0 0,200000,1389498
val,endpoint,26656,26343,0.9882578031212484,836,0.031362545018007205,0,836,836,0.24871607717084124,492.8119998384275,3.675158848172614,4 17 24 36 35 32 37 27 39 35 27 26343,836 0 0 0 0 11339 9328 4193 931 29 0 0 0 0,836 0 0 0 0 8281 9253 5860 2208 218 0 0 0 0,200000,1389498
val,closure,136421,136421,1.0,0,0.0,0,0,0,0.25,388.8156938372148,5.203039974081368,0 0 0 0 0 0 0 0 0 0 0 136421,0 0 0 0 0 50194 62515 21611 2069 32 0 0 0 0,0 0 0 0 0 1192 12858 39601 47611 35159 0 0 0 0,200000,1389498
test,endpoint,28587,28242,0.9879315772903767,916,0.0320425368174345,0,916,916,0.24871842436239372,500.0335243466814,3.7606467555991,3 14 33 36 36 35 30 49 37 38 34 28242,916 0 0 0 0 11016 10329 5024 1198 104 0 0 0 0,916 0 0 0 0 7809 9930 6874 2714 344 0 0 0 0,200000,1389498
test,closure,175893,175893,1.0,0,0.0,0,0,0,0.25,386.07819162752116,5.256150592963324,0 0 0 0 0 0 0 0 0 0 0 175893,0 0 0 0 0 66768 80898 25480 2710 37 0 0 0 0,0 0 0 0 0 1357 15391 49774 60403 48968 0 0 0 0,200000,1389498
