tag,split,queries,snapshots,candidates,pad_masked,pos_nonfinite,pos_nan,pos_posinf,pos_neginf,neg_nan,neg_posinf,neg_neginf,queries_with_invalid_neg,queries_affected,transformed_scores,rr_tgb_raw,rr_guarded,rr_conservative,hits_guarded,state_nonfinite_snapshots,rec_nonfinite_snapshots,mrr_tgb_raw,mrr_guarded,mrr_conservative,hits10_guarded,parity_raw_vs_guarded,parity_guarded_vs_conservative
forum_identity_recon_s44,val,3643658,699,364365800,0,0,0,0,0,0,0,0,0,0,0,2292880.130166024,2292880.130166024,2292880.130166024,2536998.0,0,0,0.6292797321170165,0.6292797321170165,0.6292797321170165,0.6962777516440896,True,True
forum_identity_recon_s44,test,3563653,625,356365300,0,0,0,0,0,0,0,0,0,0,0,2285496.6317515625,2285496.6317515625,2285496.6317515625,2493206.0,0,0,0.64133534655354,0.64133534655354,0.64133534655354,0.6996208665658525,True,True
