split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25100,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14258.047852, 15142.036377, 15839.458008, 17270.726562, 23835.332617]","[258.95, 288.0, 301.0, 312.0, 349.0]","[275.0, 311.0, 908.0, 3903.0, 37762.0]","[3721.9, 42883.25, 206389.5, 1171037.25, 2140016.95]","[14256.989746, 15140.833984, 15838.193359, 17269.538086, 23834.024707]","[1.142465, 1.223729, 1.25845, 1.287093, 1.378883]"
test,endpoint,3993,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14352.387305, 17070.919922, 20861.332031, 24101.400391, 37776.567969]","[259.0, 289.0, 301.0, 312.0, 349.0]","[279.0, 310.0, 907.0, 5423.0, 88017.6]","[309.7, 506.0, 1645.0, 19118.0, 270226.2]","[14351.031055, 17069.728516, 20859.878906, 24100.175781, 37775.454687]","[1.142609, 1.226435, 1.25845, 1.287093, 1.378883]"
train_replay,closure,128957,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14151.709766, 15120.393555, 15780.790039, 17222.458984, 23813.953906]","[264.0, 290.0, 300.0, 311.0, 340.2]","[281.0, 309.0, 906.0, 3593.0, 28860.8]","[2422.85, 24741.75, 89897.5, 312473.5, 1003518.0]","[14150.453906, 15119.148438, 15779.521484, 17221.107422, 23812.672266]","[1.156977, 1.229134, 1.255813, 1.284516, 1.357655]"
train_replay,endpoint,18422,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14421.514355, 16935.258301, 20798.195312, 24911.501465, 39283.994336]","[264.0, 290.0, 300.0, 311.0, 340.0]","[279.0, 304.0, 614.0, 3033.5, 42104.85]","[307.0, 442.0, 1130.0, 10504.25, 127944.75]","[14420.257568, 16933.995605, 20796.941406, 24910.210938, 39282.714453]","[1.156977, 1.229134, 1.255813, 1.284516, 1.357169]"
val,closure,19770,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14315.691992, 15239.746338, 16095.482422, 17570.724121, 24297.654199]","[265.0, 288.0, 300.0, 311.0, 337.0]","[281.0, 314.0, 1166.0, 4220.5, 39332.35]","[3221.15, 36117.25, 187084.0, 979437.75, 1754510.75]","[14314.454395, 15238.553467, 16094.261719, 17569.518066, 24296.387305]","[1.159831, 1.223729, 1.255813, 1.284516, 1.349846]"
val,endpoint,3758,"[0.25, 0.25, 0.25, 0.25, 0.25]","[14407.005322, 17647.04541, 21023.507812, 24115.682617, 36499.321875]","[266.0, 289.0, 300.0, 311.0, 334.0]","[279.0, 305.0, 617.0, 3578.0, 61547.4]","[310.0, 449.0, 1085.0, 9227.5, 154348.3]","[14405.685303, 17645.791504, 21022.225586, 24114.440918, 36498.042578]","[1.162678, 1.226435, 1.255813, 1.284516, 1.34248]"
