dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json
tkgl-wikidata,FaithfulEventTemporalSheaf,43,1,1,0.011149999685585499,243284,c6e55230e8a84dfd68717d002154b90a25025e5d,100000,2869900,2877500,"{""bptt_steps"": 1, ""candidate_chunk_size"": 1024, ""closure_hops"": 1, ""d"": 2, ""epochs"": 1, ""feedback_dim"": 16, ""hidden_channels"": 8, ""layers"": 2, ""lr"": 0.001, ""max_score_elements"": 4000000, ""model"": ""faithful"", ""no_memory_readout"": false, ""out"": ""results/wikidata_faithful_smoke"", ""seed"": 43, ""sheaf_conditioning"": ""history"", ""skip_final_eval"": true, ""temporal_d_model"": 32, ""test_edges_cap"": null, ""track_val_edges"": 20000, ""train_edges_cap"": 100000, ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}"
