shift_sec,queries,neural_changed_frac,neural_mean_abs_delta,pos_rec_delta_vs_t0,mrr,mrr_delta_vs_t0,rec_nonzero_frac
0.0,700,0.0,0.0,0.0,0.6729267120361329,0.0,0.8292956262826919
3600.0,700,0.0,0.0,-0.06503558158874512,0.6685897082090377,-0.004337003827095032,0.8292956262826919
86400.0,700,0.0,0.0,-0.38066351413726807,0.666623517870903,-0.0063031941652297975,0.8292956262826919
2592000.0,700,0.0,0.0,-1.1284488439559937,0.6631854236125946,-0.009741288423538209,0.8292956262826919
