split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[64.714775, 73.74984, 81.562981, 92.491455, 137.873996]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[63.009143, 71.896599, 79.645401, 90.582474, 136.439999]","[0.82625, 0.853594, 1.315553, 2.40939, 4.434121]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[58.779658, 86.132286, 109.876762, 136.26001, 227.515216]","[559.0, 602.0, 1214.0, 7803.0, 91345.6]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[55.165439, 83.726311, 107.872078, 134.566238, 225.441272]","[0.808873, 0.849869, 1.297082, 2.834427, 5.127356]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[60.789968, 71.682854, 79.621368, 91.018917, 138.738983]","[576.0, 605.0, 1220.0, 4785.0, 34798.0]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[59.020327, 69.873123, 77.691475, 89.17477, 137.406456]","[0.825293, 0.852665, 1.300573, 2.399575, 4.217157]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[59.580641, 83.598158, 106.099926, 134.259155, 226.808416]","[562.0, 600.0, 1190.5, 4211.0, 49797.9]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[57.077742, 81.359789, 104.526913, 132.910355, 225.722952]","[0.811791, 0.848001, 1.283284, 2.288448, 4.554388]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[64.948069, 74.9226, 82.877972, 94.065821, 144.253858]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[63.054039, 72.956799, 80.832588, 92.10393, 142.225513]","[0.830069, 0.853594, 1.583299, 2.59552, 4.470962]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[58.249815, 86.709183, 108.39534, 133.803467, 211.794855]","[562.0, 600.0, 1200.0, 5999.0, 80044.8]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[55.109488, 84.363243, 106.542755, 132.192368, 209.744693]","[0.811791, 0.848001, 1.288886, 2.598933, 5.002453]"
