epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.4025931146584059,0.3620390448063612,0.4326830208301544,34.4,22.9,1922.4,4014.0,532,0,0,4,0,0,0,0
2,0.2546874721415509,0.36751954580545426,0.3876463770866394,33.6,17.9,2130.5,4014.0,532,0,0,5,0,0,0,0
3,0.24528914503753185,0.3681413972467184,0.42038968205451965,35.8,20.8,2130.5,4014.0,532,0,0,7,0,0,0,0
4,0.23704113818256928,0.3729627277135849,0.43283897638320923,34.2,23.7,2130.5,4014.0,532,0,0,3,0,0,0,0
5,0.23213640017841095,0.37092019816040994,0.43158069252967834,34.6,21.9,2130.5,4014.0,532,0,0,5,0,0,0,0
6,0.23199214941744967,0.3688333764076233,0.43815338611602783,34.6,21.0,2130.5,4014.0,532,0,0,5,0,0,0,0
7,0.22800516712486296,0.3755957053124905,0.41933518648147583,34.3,23.0,2130.5,4014.0,532,0,0,5,0,0,0,0
8,0.2285365638484184,0.36968237585574387,0.43237292766571045,34.5,20.9,2130.5,4014.0,532,0,0,5,0,0,0,0
9,0.22631985191395856,0.369917931124568,0.43953925371170044,36.7,20.8,2130.5,4014.0,532,0,0,3,0,0,0,0
10,0.22673210777566397,0.3678890744522214,0.4306434094905853,34.8,24.2,2130.5,4014.0,532,0,0,4,0,0,0,0
11,0.22621084921958304,0.37386571093201637,0.42929330468177795,34.3,41.5,2130.5,4014.0,532,0,0,6,0,0,0,0
12,0.22689808193678246,0.3708077298432589,0.4177306890487671,61.3,38.5,2130.5,4014.0,532,0,0,4,0,0,0,0
13,0.22690832647109838,0.3680281287282705,0.4288488030433655,64.0,36.3,2130.5,4014.0,532,0,0,5,0,0,0,0
14,0.22542775464349224,0.3695327678769827,0.4242174029350281,45.7,22.4,2130.5,4014.0,532,0,0,3,0,0,0,0
15,0.22629175504627533,0.3681596387326717,0.41995200514793396,26.5,14.1,2130.5,4014.0,532,0,0,4,0,0,0,0
