epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.1052758703296332,0.6549480008375644,0.10635890811681747,10.5,136.1,9237.6,25036.0,97,0,0,4,0,0,0,0
2,0.050352604733299965,0.6937682460904121,0.08682151138782501,10.7,103.0,9436.4,25036.0,97,0,0,0,0,0,0,0
3,0.04788090745659219,0.7187192749488354,0.07850360870361328,9.7,101.0,9436.4,25036.0,97,0,0,0,0,0,0,0
4,0.045342507877761555,0.7177930423760414,0.06872905790805817,9.1,97.6,9900.3,25036.0,97,0,0,0,0,0,0,0
5,0.044156920798506936,0.7227719329404831,0.05656493082642555,9.4,95.2,9900.3,25036.0,97,0,0,0,0,0,0,0
6,0.04810908943721928,0.7252116835427285,0.06331927329301834,9.5,96.6,10053.0,25036.0,97,0,0,0,0,0,0,0
7,0.04565123941019638,0.7233523294281959,0.06290750205516815,10.3,94.4,10053.0,25036.0,97,0,0,0,0,0,0,0
8,0.04541914390649685,0.7209036832785607,0.0641266480088234,8.5,96.5,10053.0,25036.0,97,0,0,0,0,0,0,0
9,0.04388866775198696,0.7274241611433029,0.05235278606414795,8.7,99.0,10053.0,25036.0,97,0,0,0,0,0,0,0
10,0.0432045939618472,0.7266968531656265,0.05366668850183487,8.2,93.4,10053.0,25036.0,97,0,0,0,0,0,0,0
11,0.043171161939342,0.719730091098547,0.0716451033949852,9.1,95.3,10053.0,25036.0,97,0,0,0,0,0,0,0
12,0.04436315064193662,0.7239538519084454,0.07449483871459961,9.3,100.7,10053.0,25036.0,97,0,0,0,0,0,0,0
13,0.04592738364890371,0.7291936882460117,0.05666946992278099,9.8,97.2,10053.0,25036.0,97,0,0,0,0,0,0,0
14,0.04292177350365931,0.7266766651332378,0.05405530333518982,9.1,94.7,10075.3,25036.0,97,0,0,0,0,0,0,0
15,0.04131867493666017,0.7271040993797779,0.05142224580049515,9.1,101.5,10075.3,25036.0,97,0,0,0,0,0,0,0
