epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.14956192185684125,0.5417011519837379,0.15865358710289001,275.6,298.8,8231.5
2,0.08039283896891439,0.5994304923713207,0.15087081491947174,278.1,301.2,8246.0
3,0.07734417607437591,0.6451976446425914,0.1461467295885086,274.4,298.5,8246.0
4,0.07110614624178531,0.6862081621742249,0.14268077909946442,276.0,306.1,8246.0
5,0.06822545898660105,0.7198586717939377,0.13972756266593933,280.3,302.4,8246.0
6,0.066313059354315,0.7271680233824253,0.13686268031597137,273.5,304.6,8246.0
7,0.0655769987640028,0.7292801342475415,0.13449248671531677,276.2,303.8,8246.0
8,0.06487020536572957,0.7300708052003384,0.132319837808609,276.0,304.8,8246.0
9,0.0644112052205874,0.7312173910439015,0.13078810274600983,275.4,308.3,8246.0
10,0.06375170151265908,0.731427178157568,0.12925471365451813,276.7,304.1,8246.0
11,0.06330220927769432,0.7316438109374046,0.12819941341876984,270.1,311.3,8246.0
12,0.0627439840107548,0.7315679461085797,0.12717130780220032,283.5,320.2,8246.0
13,0.06238714339477675,0.7318119962966442,0.12627604603767395,280.4,311.4,8246.0
14,0.062048395563449175,0.7317651687550545,0.12528477609157562,280.9,309.1,8246.0
15,0.06232424135490948,0.732078339856863,0.12538442015647888,281.3,308.9,8246.0
