split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[70.093167, 80.335114, 87.774063, 98.006119, 137.952481]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[64.57809, 74.133278, 81.542114, 92.192917, 133.847824]","[2.273533, 4.431632, 5.905963, 7.540136, 8.071708]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[68.190007, 92.371582, 112.538712, 137.162888, 225.243103]","[598.6, 850.0, 2719.0, 29036.0, 268322.0]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[65.073273, 88.757347, 110.384834, 134.896927, 223.679129]","[0.818422, 1.024616, 1.875722, 3.995842, 6.093413]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[65.799198, 77.771988, 85.716766, 96.656895, 139.989014]","[0.0, 8714.0, 64064.0, 260204.0, 953362.5]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[62.512802, 73.379158, 80.898521, 91.973747, 136.90815]","[0.0, 2.885916, 4.739089, 6.064312, 7.295442]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[65.16574, 89.397987, 110.673233, 139.679134, 228.975714]","[0.0, 767.0, 1792.5, 15686.0, 155274.25]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[61.939111, 86.128325, 108.470959, 138.195042, 227.167641]","[0.0, 0.961367, 1.545958, 3.423394, 5.575451]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[69.667041, 80.914598, 88.620422, 99.3536, 142.746543]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[64.316375, 74.708813, 82.646107, 93.688414, 139.405257]","[2.178758, 4.300897, 5.806678, 7.357958, 7.877657]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[65.465111, 92.849136, 112.5858, 135.642014, 208.271426]","[596.0, 788.0, 2080.0, 22172.0, 217430.0]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[61.973933, 89.022369, 110.558578, 134.163147, 206.651505]","[0.816037, 0.977772, 1.661047, 3.744243, 5.894181]"
