study,parameter,value,value_label,experiment_name,best_epoch_mean,best_epoch_std,best_epoch_count,best_train_metric_mean,best_train_metric_std,best_train_metric_count,best_val_metric_mean,best_val_metric_std,best_val_metric_count,best_test_metric_mean,best_test_metric_std,best_test_metric_count,best_train_loss_mean,best_train_loss_std,best_train_loss_count,best_val_loss_mean,best_val_loss_std,best_val_loss_count,best_test_loss_mean,best_test_loss_std,best_test_loss_count,search_best_test_metric_mean,search_best_test_metric_std,search_best_test_metric_count,search_best_val_loss_mean,search_best_val_loss_std,search_best_val_loss_count
ablation,edge_weights,False,False,edge_weights=False,54.0,,1,,,0,0.7827618278643976,,1,0.815923571961301,,1,,,0,2.8543386459350586,,1,2.509312391281128,,1,0.815923571961301,,1,2.8543245792388916,,1
ablation,edge_weights,True,True,edge_weights=True,56.0,,1,,,0,0.7503269389583613,,1,0.7453601673060001,,1,,,0,2.988765001296997,,1,2.809389352798462,,1,0.7452988593991321,,1,2.98879337310791,,1
ablation,left_weights,False,False,left_weights=False,74.0,,1,,,0,0.6676342740356487,,1,0.692574014172575,,1,,,0,3.2165687084198,,1,3.000231981277466,,1,0.692574014172575,,1,3.2165699005126953,,1
ablation,left_weights,True,True,left_weights=True,54.0,,1,,,0,0.7833330814591942,,1,0.8201846148689024,,1,,,0,2.85205078125,,1,2.5060806274414062,,1,0.8201846148689024,,1,2.852038860321045,,1
ablation,right_weights,False,False,right_weights=False,8.0,,1,,,0,0.5043102600159012,,1,0.5123205398749707,,1,,,0,3.855156421661377,,1,3.7534992694854736,,1,0.512219050256458,,1,3.8548545837402344,,1
ablation,right_weights,True,True,right_weights=True,44.0,,1,,,0,0.7838023900729189,,1,0.8178947253860548,,1,,,0,2.874865770339966,,1,2.5342555046081543,,1,0.8178962887229142,,1,2.8747339248657227,,1
ablation,second_linear,False,False,second_linear=False,54.0,,1,,,0,0.7815976117564106,,1,0.8151462017195931,,1,,,0,2.8570966720581055,,1,2.5137650966644287,,1,0.8151462017195931,,1,2.8570919036865234,,1
ablation,second_linear,True,True,second_linear=True,86.0,,1,,,0,0.7389662970050612,,1,0.7684951254300271,,1,,,0,2.9946341514587402,,1,2.670609712600708,,1,0.7684951254300271,,1,2.994636058807373,,1
