,validation_ndcg,validation_ndcg,test_ndcg,test_ndcg,best_epoch,best_epoch,runtime_seconds,runtime_seconds
,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,
current_only,0.8087404868497974,0.04145634554188807,0.855408497210392,0.04551069675538043,68.0,4.8989794855663575,545.092,27.970305146708714
history,0.7974227435641527,0.05845224131896261,0.8345330446757719,0.06841167346667595,50.8,7.293833011524188,433.416,47.02570711855377
