split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,13167,"[0.007479, 0.012479, 0.018255, 0.026235, 0.043686]","[0.007479, 0.012479, 0.018255, 0.026235, 0.043686]","[3590.0, 3598.0, 3600.0, 3603.0, 3609.0]","[3592.0, 3599.0, 3603.0, 10798.0, 100794.5]","[227618.3, 1603688.0, 2175842.0, 2365311.0, 2523975.8]","[-5.620614, -5.105862, -4.723217, -4.356509, -3.837975]","[0.728174, 0.729272, 0.729546, 0.729957, 0.730779]"
test,endpoint,16255,"[0.007513, 0.01975, 0.042574, 0.137458, 0.25]","[0.007513, 0.01975, 0.042574, 0.137458, 0.31455]","[3591.0, 3598.0, 3600.0, 3603.0, 3609.0]","[3599.0, 18002.0, 104401.0, 437785.0, 1470789.0]","[4697.0, 20902.0, 107641.0, 441301.5, 1506230.0]","[-5.616662, -4.643533, -3.864315, -2.643787, -1.724626]","[0.728311, 0.729272, 0.729546, 0.729957, 0.730779]"
train_replay,closure,63811,"[0.007044, 0.011953, 0.017602, 0.026023, 0.044136]","[0.007044, 0.011953, 0.017602, 0.026023, 0.044136]","[3591.0, 3597.0, 3600.0, 3602.0, 3610.0]","[3593.0, 3599.0, 3603.0, 10801.0, 93597.0]","[34273.9, 245129.0, 629207.0, 1118919.0, 1622440.7]","[-5.680417, -5.149513, -4.760168, -4.364677, -3.827556]","[0.728311, 0.729135, 0.729546, 0.72982, 0.730916]"
train_replay,endpoint,78865,"[0.007412, 0.019632, 0.041465, 0.137217, 0.25]","[0.007412, 0.019632, 0.041465, 0.137217, 0.32258]","[3591.0, 3598.0, 3600.0, 3602.0, 3609.0]","[3599.0, 10803.0, 68405.0, 234000.0, 705605.0]","[4402.35, 14687.0, 74411.5, 244687.5, 737119.8]","[-5.630214, -4.650085, -3.891608, -2.645887, -1.694713]","[0.728311, 0.729272, 0.729546, 0.72982, 0.730779]"
val,closure,11109,"[0.007321, 0.012166, 0.017843, 0.02594, 0.043268]","[0.007321, 0.012166, 0.017843, 0.02594, 0.043268]","[3594.0, 3598.0, 3600.0, 3601.0, 3607.0]","[3595.0, 3599.0, 3601.0, 10800.0, 86393.6]","[195032.6, 1325403.0, 1823689.0, 1966456.0, 2095714.2]","[-5.636257, -5.130948, -4.744975, -4.365891, -3.847011]","[0.728723, 0.729272, 0.729546, 0.729683, 0.730505]"
val,endpoint,16793,"[0.007867, 0.020835, 0.042458, 0.140283, 0.25]","[0.007867, 0.020835, 0.042458, 0.140283, 0.318138]","[3595.0, 3598.0, 3600.0, 3601.0, 3607.0]","[3599.0, 17999.0, 86393.0, 367002.0, 1229198.5]","[4653.0, 19321.5, 87639.0, 375132.0, 1255576.0]","[-5.569514, -4.5867, -3.865612, -2.621582, -1.711316]","[0.72886, 0.729272, 0.729546, 0.729683, 0.730505]"
