trial_id,seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes,error,hp_lr,hp_weight_decay,hp_temporal_d_model,hp_hidden_channels,hp_d,hp_layers,hp_feedback_dim,hp_diffusion_update,hp_dropout,hp_dt_init
2,44,0.7504052955522487,0.7702907651683853,62,2130807,11.169393173077454,,0.0084487984265261,6.177827389808546e-05,256,128,4,3,16,euler,0.1,0.01
2,46,0.7561098660235708,0.791954867026749,20,2130807,7.038181219653537,,0.0084487984265261,6.177827389808546e-05,256,128,4,3,16,euler,0.1,0.01
8,44,0.6176553839048253,0.6669230328858874,74,2333400,12.266312882987162,,0.0174074141451207,6.007923311201243e-05,128,64,4,4,64,direct,0.1,0.03
8,46,0.6449071860202442,0.6850265507855573,142,2333400,18.76012750575319,,0.0174074141451207,6.007923311201243e-05,128,64,4,4,64,direct,0.1,0.03
