seed,val_ndcg_faithful,test_ndcg_faithful,best_epoch_faithful,val_ndcg_baseline,test_ndcg_baseline,best_epoch_baseline
43,0.7805694953990734,0.8339778116101514,18,0.7810319879149106,0.8158314740842306,54
44,0.7819308122329193,0.8234451275402953,20,0.8364755118125585,0.8786688380363926,56
45,0.7785842401213321,0.8014377481843366,56,0.7162485633399894,0.7218676488223563,90
46,0.8065207978920303,0.8545557355242456,152,0.8218882786260402,0.8599362727638543,38
47,0.7855724087054077,0.8381828899505612,22,0.8410576206863386,0.8922598493582753,56
