seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes
43,0.6259273887402135,0.6720314681554383,2,736791,3.0355396890702346
44,0.6130610992610954,0.6564972800702762,2,736791,3.0133394351539513
45,0.7132998457027389,0.7398603598293382,6,736791,3.0142371913107735
46,0.6159518348827158,0.663188245715059,2,736791,3.022852870232115
47,0.5888795527378681,0.6431290509087754,8,736791,3.239366354669134
