epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.17815785452783994,0.6232272401154041,0.2609052062034607,6985.3,6757.7,5053.4
2,0.1348699784367591,0.6376896771252155,0.2588374614715576,6996.5,6621.7,5146.6
3,0.13312107821641658,0.6458100937366485,0.24332021176815033,6954.8,6781.7,5146.6
