dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json,prep_sec,negatives_load_sec,train_epochs_run,train_sec_total,selection_eval_sec_total,reserved_buffer_mib,backbone,spatial,clock,rng_isolation,params_embeddings,params_ssm_input_selector_B,params_ssm_other,params_map_decoder,params_spatial_block,params_scorer,params_rec,params_other,params_total,params_trainable,params_unused_by_construction,params_active,train_steps,train_nonfinite_loss,train_nonfinite_grad,train_clipped,train_skipped_steps,hw_hostname,hw_python,hw_torch,hw_cuda_runtime,hw_cudnn,hw_torch_geometric,hw_py_tgb,hw_cpu_model,hw_cpu_cores,hw_ram_gib,hw_gpu_model,hw_gpu_vram_gib,hw_gpu_visible,hw_gpu_count_visible,hw_precision,hw_sync,hw_gpu_driver,hw_gpu_other_processes_at_start,validation_mrr,test_mrr,final_val_loss,final_test_loss,final_eval_sec,final_replay_sec,final_val_sec,final_test_sec,final_eval_peak_gpu_mem_mb,final_eval_peak_gpu_reserved_mb,val_nonfinite_positives,val_nonfinite_negatives,val_skipped_queries,val_metric_examples,test_nonfinite_positives,test_nonfinite_negatives,test_skipped_queries,test_metric_examples,cpu_rss_mib,rec_keys_typed,rec_keys_total,rec_cache_bytes,rec_cache_device,tracked_nodes,core_state_bytes,checkpoint_bytes,test_hits10,query_audit_affected_total,query_audit_parity,end_to_end_sec
tgbl-wiki,FaithfulEventTemporalSheaf,46,8,8,0.7610565781518817,33466,fcbc1803d3e76b67022d66949b9224bdd9e5b0e9,110232,23621,23621,"{""audit_eval_only"": false, ""backbone"": ""gru"", ""bptt_steps"": 1, ""cache_warm_history"": false, ""candidate_chunk_size"": 1024, ""clock"": ""global"", ""clock_diagnostics"": false, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""tgbl-wiki"", ""delta_time_scale"": ""auto"", ""dump_query_ranks"": true, ""emb_in_head"": false, ""epochs"": 8, ""eval_only"": null, ""fast_core_off"": false, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 2, ""learn_node_emb"": false, ""lr"": 0.001, ""max_score_elements"": 4000000, ""min_epochs"": 4, ""model"": ""faithful"", ""no_delta_t"": false, ""no_dst_range"": false, ""no_memory"": false, ""no_memory_readout"": false, ""no_query_audit"": false, ""node_type_emb"": false, ""out"": ""results/review_2026_09_22/matched/wiki_gru_s46_lr1e-3"", ""patience"": 5, ""predict_from_previous"": true, ""recurrency_decoder"": true, ""recurrency_symmetric"": false, ""recurrency_untyped"": false, ""relation_in_input"": false, ""reserve_gpu_mb"": null, ""rng_isolation"": true, ""save_checkpoint"": true, ""seed"": 46, ""sheaf_conditioning"": ""history"", ""sheaf_identity"": false, ""skip_final_eval"": false, ""spatial"": ""identity"", ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": 600.0, ""track_val_edges"": 8000, ""train_edges_cap"": null, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}",1.2,0.7,8,4374.8,3030.4,1500,gru,identity,global,True,0,0,28609,128,2534,2114,81,0,33466,33466,128,33338,24832,0,0,519,0,biaslab0.ics.uci.edu,3.9.9,2.8.0+cu128,12.8,91002,2.6.1,2.2.0,AMD EPYC 7713 64-Core Processor,256,2003.8,NVIDIA A100-SXM4-80GB,79.3,7,1,float32,torch.cuda.synchronize-free wall clock (perf_counter),560.35.05,40,0.7709566192448096,0.7600510558235287,0.09497754275798798,0.10536760091781616,560.7,333.3,106.7,120.7,87.8,1516.0,0,0,0,23621,0,0,0,23621,2380.1,18256,18256,438144,cuda:0,9227,2952640,133868,0.852758139012291,0,True,7970.6
