epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.15396267402567118,0.2255620368172725,0.23940753936767578,5551.3,5297.1,5524.9
2,0.13421228785855358,0.21247315773864586,0.25828635692596436,5404.0,5402.4,6606.3
3,0.14284706675766298,0.2483599676564336,0.2623401880264282,5470.2,5430.8,6606.3
4,0.14550891073558153,0.24222711744805178,0.2697228789329529,5024.5,4421.3,6606.3
5,0.14466861847025536,0.2462417706583937,0.31507232785224915,4530.9,4596.3,6606.3
6,0.14535765442684692,0.24891848918447892,0.2732934057712555,4629.1,4712.1,6606.3
7,0.1459194955059746,0.24538470250566802,0.30447450280189514,4843.6,4728.2,6606.3
8,0.145265027346252,0.2510795431226492,0.29619988799095154,4792.9,4733.5,6606.3
9,0.14735280813636795,0.25259880755345027,0.2871879041194916,4854.8,4713.4,6606.3
10,0.1502760937281153,0.2529014008829991,0.26854047179222107,4607.9,4196.7,7021.4
