epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.09813299767442585,0.5808253503966332,0.07598961889743805,161.9,201.4,9123.7
2,0.050728548990236114,0.6394575967752933,0.06411112844944,159.7,204.0,9123.7
3,0.04706913207840059,0.69119862216115,0.057240765541791916,162.5,204.1,9123.7
4,0.048705992816957,0.7070360084402562,0.10903143882751465,159.9,202.1,9123.7
5,0.04638330841955451,0.7287103524124622,0.0584692619740963,160.7,205.7,10082.4
6,0.04346689673083037,0.7315883936262131,0.05594202131032944,159.8,206.9,10082.4
7,0.04474936763650363,0.7308951755511761,0.058997076004743576,159.6,205.2,10082.4
8,0.04444101029411726,0.7293865883612632,0.061825964599847794,159.0,205.3,10082.4
9,0.0435334914411927,0.73062611946702,0.06040683388710022,160.0,204.9,10173.9
10,0.04281688860819204,0.7327428483057022,0.04599502310156822,159.4,204.7,10181.1
11,0.04273305391681563,0.7340167227458954,0.047091078013181686,160.0,204.6,10181.1
12,0.042631950162197514,0.7326492544341088,0.05062431842088699,159.8,203.7,10181.1
13,0.04048294221655917,0.7328922303915024,0.044253941625356674,159.6,204.1,10181.1
14,0.03972183922593741,0.7350216551637649,0.04418570548295975,158.6,203.4,10181.1
15,0.03913731568675373,0.7353732041609288,0.04473040625452995,158.5,203.0,10181.1
