seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes
43,0.8431972022353786,0.841030105765176,26,741079,120.38228424911698
46,0.8447644547348756,0.8397895339178245,18,741079,107.36734592194358
47,0.8331680386874267,0.8294715604450988,20,741079,109.21073643385122
