seed,val_ndcg,test_ndcg,best_epoch,minutes
43,0.8625189096826582,0.8674675676665353,134,292.371032931935
46,0.8712400471247123,0.8709515616617066,102,271.11501490809025
47,0.8626670909975643,0.8582050664543123,148,264.77945092140385
