seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes
43,0.8174712810612317,0.8103566126299815,48,736791,150.71611532423023
46,0.8116516662336766,0.8071173910067705,20,736791,129.94395159222185
47,0.8154082809828651,0.8160390201773465,40,736791,171.09480148109918
