epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.3767287836010967,0.04134517658920959,0.5128315091133118,109.2,101.0,433.1
2,0.2952051417502974,0.037557666794396934,0.45055893063545227,109.1,100.1,438.0
3,0.26107286770961113,0.03822185904183425,0.5269203186035156,108.8,100.7,438.0
