tag,split,queries,snapshots,candidates,pad_masked,pos_nonfinite,pos_nan,pos_posinf,pos_neginf,neg_nan,neg_posinf,neg_neginf,queries_with_invalid_neg,queries_affected,transformed_scores,rr_tgb_raw,rr_guarded,rr_conservative,hits_guarded,state_nonfinite_snapshots,rec_nonfinite_snapshots,mrr_tgb_raw,mrr_guarded,mrr_conservative,hits10_guarded,parity_raw_vs_guarded,parity_guarded_vs_conservative
forum_nodeframe_recoff_s47,val,3643658,699,364365800,0,0,0,0,0,0,0,0,0,0,0,1275486.8762275425,1275486.8762275425,1275486.8762275425,2033954.0,0,0,0.350056694735769,0.350056694735769,0.350056694735769,0.5582175934184822,True,True
forum_nodeframe_recoff_s47,test,3563653,625,356365300,0,0,0,0,0,0,0,0,0,0,0,1192107.0380956156,1192107.0380956156,1192107.0380956156,1902557.0,0,0,0.33451827046449684,0.33451827046449684,0.33451827046449684,0.5338782984763106,True,True
