split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,2905,"[1.6e-05, 0.25, 0.25, 0.25, 0.25]","[1.6e-05, 22.624945, 44.897358, 53.427204, 64.244913]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[24.2, 74.0, 91.0, 102.0, 112.0]","[-12.029048, 21.654747, 43.927158, 52.457005, 63.274713]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
test,endpoint,24053,"[0.0, 0.25, 0.25, 0.25, 0.25]","[0.0, 15.58145, 38.504726, 63.431938, 110.360384]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[-18.071241, 14.611253, 37.534527, 62.461739, 109.390184]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
train_replay,closure,29485,"[5e-06, 0.25, 0.25, 0.25, 0.25]","[5e-06, 23.564589, 42.790161, 52.229584, 64.718678]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[2.0, 12.0, 27.0, 48.0, 75.0]","[-13.110195, 22.594391, 41.819962, 51.259384, 63.748479]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
train_replay,endpoint,117747,"[0.0, 0.0, 0.25, 0.25, 0.25]","[0.0, 0.0, 13.821484, 38.464272, 76.47514]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[-246.657893, -23.739971, 12.852172, 37.494072, 75.50494]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
val,closure,2585,"[9e-06, 0.25, 0.25, 0.25, 0.25]","[9e-06, 26.023264, 45.494629, 53.628647, 65.479193]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[25.0, 60.0, 79.0, 90.0, 99.0]","[-12.538575, 25.053066, 44.524429, 52.658447, 64.508994]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
val,endpoint,23225,"[0.0, 0.25, 0.25, 0.25, 0.25]","[0.0, 11.442517, 37.381561, 66.949928, 116.499808]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[-29.875751, 10.472309, 36.411362, 65.979729, 115.529608]","[0.970198, 0.970198, 0.970198, 0.970198, 0.970198]"
