dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json,validation_mrr,test_mrr,final_val_loss,final_test_loss,final_eval_sec,final_eval_peak_gpu_mem_mb
tkgl-smallpedia,FaithfulEventTemporalSheaf,47,25,9,0.07232000052586197,454210,09c27e8f3879cb2cebf51a3f945374c3edfeb766,775514,162066,163172,"{""bptt_steps"": 1, ""candidate_chunk_size"": 1024, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""tkgl-smallpedia"", ""epochs"": 25, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 2, ""lr"": 0.01, ""max_score_elements"": 4000000, ""min_epochs"": 10, ""model"": ""faithful"", ""no_dst_range"": false, ""no_memory_readout"": false, ""out"": ""results/event_bench/sp_f_lr1e2_s47"", ""patience"": 8, ""seed"": 47, ""sheaf_conditioning"": ""history"", ""skip_final_eval"": false, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": null, ""track_val_edges"": 50000, ""train_edges_cap"": null, ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}",0.03349252814902167,0.02137008807602947,0.15508371591567993,0.21955128014087677,562.6,18259.5
