split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,7255,"[0.064876, 0.076285, 0.085118, 0.095101, 0.111654]","[0.064876, 0.076285, 0.085118, 0.095101, 0.111654]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 19.0, 34.0, 43.0, 50.0]","[-3.587933, -3.420153, -3.306115, -3.190154, -3.021267]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
test,endpoint,49691,"[0.063333, 0.076543, 0.087053, 0.099237, 0.123286]","[0.063333, 0.076543, 0.087053, 0.099237, 0.123286]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[-3.612779, -3.416648, -3.282653, -3.145475, -2.916237]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
train_replay,closure,12906,"[0.065032, 0.076386, 0.085686, 0.096192, 0.113973]","[0.065032, 0.076386, 0.085686, 0.096192, 0.113973]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 4.0, 10.0, 16.0, 25.0]","[-3.57838, -3.417061, -3.298339, -3.177658, -2.999291]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
train_replay,endpoint,73549,"[0.058527, 0.07749, 0.092539, 0.110345, 0.17421]","[0.058527, 0.07749, 0.092539, 0.110345, 0.17421]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[-3.643886, -3.391722, -3.212824, -3.031431, -2.544248]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
val,closure,6879,"[0.06511, 0.076172, 0.085242, 0.09578, 0.111955]","[0.06511, 0.076172, 0.085242, 0.09578, 0.111955]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 15.0, 26.0, 32.0, 38.0]","[-3.584198, -3.42169, -3.304598, -3.182695, -3.018416]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
val,endpoint,49720,"[0.06326, 0.076851, 0.088091, 0.101786, 0.165497]","[0.06326, 0.076851, 0.088091, 0.101786, 0.165497]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[-3.613966, -3.412475, -3.270282, -3.118816, -2.600172]","[0.885261, 0.885261, 0.885261, 0.885261, 0.885261]"
