cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
E1_a100_N4,A,post,in-cur,50,-0.009345707482351116,-0.014845375309080382,-0.004385314632772991,37,13,-0.028293054207323923
E1_a100_N4,A,post,hist-legs,50,-0.9210864433754279,-1.1018289220894197,-0.7604550508845892,50,0,-0.7642503642772545
E1_a100_N4,A,post,cur-legs,50,-0.8748974915817372,-1.045110115575533,-0.7250738879079766,50,0,-0.7259261402179447
E1_a100_N4,A,pre,hist-cur,50,-0.3352022245917015,-0.3526233132339663,-0.3166818645901151,50,0,-0.6238594695484808
E1_a100_N4,A,pre,hist-in,50,-0.02185360968057752,-0.03068147934114109,-0.013144422439720334,38,12,-0.0975801676532008
E1_a100_N4,A,pre,in-cur,50,-0.313348614911124,-0.3301161647805005,-0.2944730075663047,50,0,-0.5831867641102897
E1_a100_N4,A,pre,hist-legs,50,-0.6545528638078679,-0.7937808788545888,-0.5461348642709413,50,0,-0.7640801666733467
E1_a100_N4,A,pre,cur-legs,50,-0.3193506392161665,-0.4761045204583201,-0.19644711317638486,39,11,-0.37278805598680087
E1_a100_N8,A,all,hist-cur,50,-0.24901806696720874,-0.2652795151118939,-0.23237885613081596,50,0,-0.6264381601597291
E1_a100_N8,A,all,hist-in,50,-0.009081465457555334,-0.011396103568746947,-0.006794206843467453,43,7,-0.05763170196419132
E1_a100_N8,A,all,in-cur,50,-0.23993660150965343,-0.2572633624417809,-0.22231535693249066,50,0,-0.6035925225637461
E1_a100_N8,A,all,hist-legs,50,-0.4333444392232333,-0.46271482439816686,-0.4062150258326396,50,0,-0.7447820871561424
E1_a100_N8,A,all,cur-legs,50,-0.18432637225602458,-0.22497809052740345,-0.14793754053819688,47,3,-0.31679875826453613
E1_a100_N8,A,end,hist-cur,50,-0.012748995763230702,-0.023882464510687398,-0.0029517609427524454,31,19,-0.05743037076728056
E1_a100_N8,A,end,hist-in,50,-0.004577768288711611,-0.01059306317986992,0.0011858077194770572,31,19,-0.0214095230611977
E1_a100_N8,A,end,in-cur,50,-0.008171227474519092,-0.016021609143290993,-0.002142421315152596,35,15,-0.03680890888981694
E1_a100_N8,A,end,hist-legs,50,-0.6273647529159986,-0.7849780123364366,-0.4961314304855842,50,0,-0.749892509252491
E1_a100_N8,A,end,cur-legs,50,-0.6146157571527678,-0.7795883580625349,-0.48420017061084997,50,0,-0.7346535651152858
E1_a100_N8,A,post,hist-cur,50,-0.01695168444516189,-0.020499436910465258,-0.013696320060493209,49,1,-0.08958823228554104
E1_a100_N8,A,post,hist-in,50,-0.009473086511157087,-0.012329292901351081,-0.006753704492381533,43,7,-0.05212463023472961
E1_a100_N8,A,post,in-cur,50,-0.007478597934004805,-0.009724521159790292,-0.005484576199581513,45,5,-0.03952376361471323
E1_a100_N8,A,post,hist-legs,50,-0.5082130669173638,-0.5510112642209839,-0.46873005188291805,50,0,-0.7468459160366978
E1_a100_N8,A,post,cur-legs,50,-0.49126138247220197,-0.5331821831640856,-0.45144871832746647,50,0,-0.721934521344301
E1_a100_N8,A,pre,hist-cur,50,-0.3580426241995561,-0.3691156989345724,-0.3465332418036473,50,0,-0.7155426523440122
E1_a100_N8,A,pre,hist-in,50,-0.00991382088128185,-0.01374100290581973,-0.00675690924684632,42,8,-0.0651152597976881
E1_a100_N8,A,pre,in-cur,50,-0.3481288033182742,-0.35995516363312197,-0.3354172527543432,50,0,-0.695730034491278
E1_a100_N8,A,pre,hist-legs,50,-0.4209619019791684,-0.469879231304231,-0.3829889643420915,50,0,-0.7473159540072088
E1_a100_N8,A,pre,cur-legs,50,-0.0629192777796124,-0.11897083238074252,-0.014633528057074806,27,23,-0.11169794672212989
E1_a10_N16,A,all,hist-cur,50,-0.12408343123268406,-0.1313130863212739,-0.11669133421635022,50,0,-0.35997281416724497
E1_a10_N16,A,all,hist-in,50,-0.0008946581011301491,-0.0012970216453832238,-0.0005143905064589204,36,14,-0.004038843147276492
E1_a10_N16,A,all,in-cur,50,-0.12318877313155388,-0.13036100498844977,-0.11601992446990499,50,0,-0.3573773621299989
