cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
E2_N16_snr-10,B,end,cur-legs,50,-1.5487317206978555,-1.934216644522919,-1.2288066994837885,50,0,-0.7920177609701542
E2_N16_snr-10,B,post,hist-cur,50,0.28459953645568614,0.2723609837755118,0.2975068907554612,0,50,1.9166888961724367
E2_N16_snr-10,B,post,hist-in,50,-3.928311990356592e-05,-0.00044023423174226396,0.00035725718133332616,22,28,-9.069720667492959e-05
E2_N16_snr-10,B,post,in-cur,50,0.28463881957558973,0.2723731096493169,0.2975567928635522,0,50,1.91695345570287
E2_N16_snr-10,B,post,hist-legs,50,-0.23151631013832602,-0.24253397681548727,-0.2217261566499881,50,0,-0.34835392389648795
E2_N16_snr-10,B,post,cur-legs,50,-0.5161158465940122,-0.5385546863307007,-0.4949546928223753,50,0,-0.7765801909971731
E2_N16_snr-10,B,pre,hist-cur,50,0.43681298946974756,0.4274814834171544,0.44624922643738657,0,50,3.2054590200819333
E2_N16_snr-10,B,pre,hist-in,50,0.000732428672407337,0.0003297503440588428,0.001155807666196204,19,31,0.0012796818785978379
E2_N16_snr-10,B,pre,in-cur,50,0.4360805607973402,0.4269090282308447,0.44497277339596464,0,50,3.2000842483806964
E2_N16_snr-10,B,pre,hist-legs,50,-0.05537798104632961,-0.06976865530071975,-0.04141704171774228,45,5,-0.0881165955492725
E2_N16_snr-10,B,pre,cur-legs,50,-0.49219097051607713,-0.5103535591067027,-0.47455794061521983,50,0,-0.7831667363547483
E2_N16_snr0,A,all,hist-cur,50,-0.059495283165630325,-0.06416005181189803,-0.05468457270532623,50,0,-0.2369789321594045
E2_N16_snr0,A,all,hist-in,50,0.030552849484163373,0.029564172696806904,0.03154158848023842,0,50,0.18975848488651392
E2_N16_snr0,A,all,in-cur,50,-0.09004813264979371,-0.09493277256806501,-0.08510850751361704,50,0,-0.3586756660841323
E2_N16_snr0,A,all,hist-legs,50,-0.06407742817608084,-0.0689633055552623,-0.059118768400384394,50,0,-0.2506555133422068
E2_N16_snr0,A,all,cur-legs,50,-0.004582145010450529,-0.005090899663295953,-0.004058471629591125,49,1,-0.017924251058372562
E2_N16_snr0,A,end,hist-cur,50,-0.29788008653432735,-0.38457428403684313,-0.23263319716938594,50,0,-0.500486322067846
E2_N16_snr0,A,end,hist-in,50,0.11179338337877265,0.08494582162682839,0.14140651157904008,0,50,0.602634397158558
E2_N16_snr0,A,end,in-cur,50,-0.40967346991309994,-0.5172594482713059,-0.32255009483112845,50,0,-0.6883171365735175
E2_N16_snr0,A,end,hist-legs,50,-0.3353139317738398,-0.4342313088160992,-0.26406008770627654,50,0,-0.5300441324347351
E2_N16_snr0,A,end,cur-legs,50,-0.03743384523951244,-0.04750127982417875,-0.030053943993236427,50,0,-0.05917317517560269
E2_N16_snr0,A,post,hist-cur,50,-0.05593177316365918,-0.06170644140201119,-0.05047688899012556,50,0,-0.21625967234580934
E2_N16_snr0,A,post,hist-in,50,0.030109908893034554,0.026778142697186126,0.03363095987941351,0,50,0.1744583780944727
E2_N16_snr0,A,post,in-cur,50,-0.08604168205669374,-0.09378825049134594,-0.07888174316122923,50,0,-0.3326793505225887
E2_N16_snr0,A,post,hist-legs,50,-0.06920976852009668,-0.07494961353084185,-0.06336183712500205,50,0,-0.25453146312667363
E2_N16_snr0,A,post,cur-legs,50,-0.0132779953564375,-0.014023811275667868,-0.012587863543375273,50,0,-0.04883223362438858
E2_N16_snr0,A,pre,hist-cur,50,-0.06513589627708347,-0.07032048407192987,-0.06008430099350187,50,0,-0.256683195904101
E2_N16_snr0,A,pre,hist-in,50,0.03393169405596845,0.03061557595802424,0.037345222749995716,0,50,0.21934961812768264
E2_N16_snr0,A,pre,in-cur,50,-0.0990675903330519,-0.10399064517755893,-0.09421252802341255,50,0,-0.3903989528144801
E2_N16_snr0,A,pre,hist-legs,50,-0.0618330556752754,-0.06739174124092194,-0.05622016443472123,50,0,-0.24688088827592308
E2_N16_snr0,A,pre,cur-legs,50,0.0033028406018080587,0.0020781392982283185,0.004539234140900921,13,37,0.013187254175022235
E2_N16_snr0,B,all,hist-cur,50,0.1498802749634291,0.14758395765628027,0.15224900772511352,0,50,3.3186758052725978
E2_N16_snr0,B,all,hist-in,50,1.3545185358932454e-05,-2.8959139113061947e-07,2.6476046500948815e-05,15,35,6.945201629098419e-05
E2_N16_snr0,B,all,in-cur,50,0.1498667297780702,0.14754328035161549,0.15210300797878448,0,50,3.3183758853602576
E2_N16_snr0,B,all,hist-legs,50,-0.0053584044745217585,-0.006026022805524479,-0.004699838393410711,49,1,-0.026738364640995802
E2_N16_snr0,B,all,cur-legs,50,-0.1552386794379509,-0.15754162600089758,-0.15287225748319277,50,0,-0.7746388756084063
E2_N16_snr0,B,end,hist-cur,50,0.4507056712579316,0.3557615628351969,0.5625698493777506,0,50,3.453370966369051
E2_N16_snr0,B,end,hist-in,50,3.149786910430108e-05,-1.1436809288739246e-05,7.731528035756364e-05,25,25,5.419585190246058e-05
E2_N16_snr0,B,end,in-cur,50,0.4506741733888274,0.3573926559138812,0.5629329430508775,0,50,3.4531296252153814
E2_N16_snr0,B,end,hist-legs,50,-0.037420122616754495,-0.04752386268163045,-0.030001547006100093,50,0,-0.06048795418454396
E2_N16_snr0,B,end,cur-legs,50,-0.48812579387468624,-0.6123373112705017,-0.38649973056585524,50,0,-0.7890335090181215
E2_N16_snr0,B,post,hist-cur,50,0.1499436004795732,0.14414247302094074,0.15630353657477103,0,50,3.127256177103367
E2_N16_snr0,B,post,hist-in,50,1.733137737598589e-05,4.983062252871264e-07,3.518196552151947e-05,14,36,8.758812186552305e-05
E2_N16_snr0,B,post,in-cur,50,0.1499262691021972,0.14392479498133454,0.15641762449068894,0,50,3.1268947101465683
E2_N16_snr0,B,post,hist-legs,50,-0.012508660896822265,-0.013163663718767772,-0.011887617386977165,50,0,-0.05945192431289821
E2_N16_snr0,B,post,cur-legs,50,-0.16245226137639546,-0.16946547322064914,-0.15571605031935992,50,0,-0.7721129885503724
E2_N16_snr0,B,pre,hist-cur,50,0.1556068758480409,0.15087709530575896,0.16072403693140824,0,50,3.536771215369892
E2_N16_snr0,B,pre,hist-in,50,1.1845249151125059e-05,-3.2508721990606854e-06,2.6836157227320073e-05,22,28,5.9347342784990144e-05
E2_N16_snr0,B,pre,in-cur,50,0.15559503059888974,0.15082848337716678,0.16054319443493012,0,50,3.5365019860314817
E2_N16_snr0,B,pre,hist-legs,50,0.0006717265496585517,-0.0006963067675720241,0.002080157016735455,22,28,0.003376663747376225
E2_N16_snr0,B,pre,cur-legs,50,-0.1549351492983823,-0.1608701659344756,-0.14951727923328448,50,0,-0.7788346345638746
E2_N16_snr10,A,all,hist-cur,50,-0.004860761566116789,-0.005827062077449986,-0.003934700247108786,48,2,-0.02900169970068469
E2_N16_snr10,A,all,hist-in,50,0.008053978710083837,0.007725864385470324,0.008444329504278515,0,50,0.052065988922577085
E2_N16_snr10,A,all,in-cur,50,-0.01291474027620063,-0.014169289022107687,-0.01174330543297863,50,0,-0.07705570703438801
E2_N16_snr10,A,all,hist-legs,50,-0.0049439790286074335,-0.005913954947241597,-0.00402724790122324,48,2,-0.029483577025741014
E2_N16_snr10,A,all,cur-legs,50,-8.321746249064455e-05,-0.000106074117563833,-5.9402688888874694e-05,42,8,-0.0004962699985239867
E2_N16_snr10,A,end,hist-cur,50,-0.056321567382633324,-0.07415975787059467,-0.04308619627070692,50,0,-0.23710339741611017
E2_N16_snr10,A,end,hist-in,50,0.04357126297020548,0.03210305799037878,0.057306613214297863,0,50,0.3165428529308273
E2_N16_snr10,A,end,in-cur,50,-0.09989283035283882,-0.13216328646079023,-0.07634592557064336,50,0,-0.42053036793632326
E2_N16_snr10,A,end,hist-legs,50,-0.05762192849890874,-0.0751176568568371,-0.04398422281100167,50,0,-0.24125696933050986
E2_N16_snr10,A,end,cur-legs,50,-0.0013003611162754041,-0.001626392259072861,-0.0010339723243707778,50,0,-0.005444475568945668
E2_N16_snr10,A,post,hist-cur,50,-0.005015401249917017,-0.00610025376032613,-0.004027312155182247,43,7,-0.027998124159516184
E2_N16_snr10,A,post,hist-in,50,0.008287315567904324,0.007191336842506225,0.009499580474745037,0,50,0.04997453851172621
E2_N16_snr10,A,post,in-cur,50,-0.013302716817821341,-0.015220495540399556,-0.011497040158515374,50,0,-0.07426147950383997
E2_N16_snr10,A,post,hist-legs,50,-0.005698268192464357,-0.006785478336345048,-0.004666421547965833,45,5,-0.031689379054000565
E2_N16_snr10,A,post,cur-legs,50,-0.0006828669425473419,-0.0007485775150640531,-0.0006242986754222144,50,0,-0.0037975800111420426
E2_N16_snr10,A,pre,hist-cur,50,-0.004806585186867031,-0.005974976287703961,-0.0036847450685448665,45,5,-0.029647215955545637
E2_N16_snr10,A,pre,hist-in,50,0.00901709964628126,0.008042002469850611,0.01005124969161524,0,50,0.0608021412020354
E2_N16_snr10,A,pre,in-cur,50,-0.013823684833148291,-0.015046319889679551,-0.012708234933724881,50,0,-0.08526505900062514
E2_N16_snr10,A,pre,hist-legs,50,-0.00426882154951018,-0.005466377916814183,-0.0030741462830196358,43,7,-0.02641789442013727
E2_N16_snr10,A,pre,cur-legs,50,0.0005377636373568506,0.000443738963805248,0.0006399716286769307,2,48,0.003327987087282292
E2_N16_snr10,B,all,hist-cur,50,0.04730314677883585,0.04628826371067113,0.04829176650362764,0,50,2.857585433765739
E2_N16_snr10,B,all,hist-in,50,4.1230035810149724e-07,-7.739700370427981e-08,8.874050685065103e-07,19,31,6.456693246673432e-06
E2_N16_snr10,B,all,in-cur,50,0.04730273447847775,0.04628680557550064,0.04832599572436448,0,50,2.8575605266807385
E2_N16_snr10,B,all,hist-legs,50,-0.00015447936616961214,-0.00020723932912224618,-0.00010096528226085212,42,8,-0.0024133191477555766
E2_N16_snr10,B,all,cur-legs,50,-0.04745762614500546,-0.04849772600307057,-0.04644715594885134,50,0,-0.7413960888279253
E2_N16_snr10,B,end,hist-cur,50,0.149308867455435,0.11853139584125515,0.1882003431658255,0,50,3.2352602786173668
E2_N16_snr10,B,end,hist-in,50,5.432415510943644e-06,2.478644283378753e-06,8.777159535778206e-06,19,31,2.7793841107407573e-05
E2_N16_snr10,B,end,in-cur,50,0.14930343503992408,0.11753341942206134,0.18821684833400776,0,50,3.235142567737772
E2_N16_snr10,B,end,hist-legs,50,-0.0012474152376058855,-0.0015879385031692037,-0.000989087878322312,50,0,-0.006341495926647207
E2_N16_snr10,B,end,cur-legs,50,-0.1505562826930409,-0.18946460128367476,-0.11791169885718056,50,0,-0.7653843120126398
E2_N16_snr10,B,post,hist-cur,50,0.04945757493055365,0.04723040354933336,0.05166408664978017,0,50,2.855051312555046
E2_N16_snr10,B,post,hist-in,50,2.6181848490230975e-06,1.3556521431738604e-06,3.956767474867105e-06,11,39,3.9207420441748195e-05
E2_N16_snr10,B,post,in-cur,50,0.04945495674570463,0.04727764370987119,0.05177769020534189,0,50,2.854900171863247
E2_N16_snr10,B,post,hist-legs,50,-0.0003870996523837211,-0.00041797029928036155,-0.0003561890028241683,50,0,-0.005763198169479543
E2_N16_snr10,B,post,cur-legs,50,-0.04984467458293736,-0.05208514512268487,-0.04763711406475904,50,0,-0.7420950536786598
E2_N16_snr10,B,pre,hist-cur,50,0.04727830475102161,0.04549761676446548,0.0490893722282759,0,50,2.8910629692727436
E2_N16_snr10,B,pre,hist-in,50,-1.6737476019518248e-06,-2.6585774354290144e-06,-7.445203484546104e-07,35,15,-2.6303039706389973e-05
E2_N16_snr10,B,pre,in-cur,50,0.04727997849862356,0.045532789292680176,0.04911000654048901,0,50,2.8911653187486266
E2_N16_snr10,B,pre,hist-legs,50,4.868020604431741e-05,-5.502604269480738e-05,0.00015009881302988442,24,26,0.0007656180795059237
E2_N16_snr10,B,pre,cur-legs,50,-0.04722962454497729,-0.04907562935114903,-0.04542628948284406,50,0,-0.7428040548347761
E2_N4_snr-10,A,all,hist-cur,50,-0.027119542838203323,-0.031723687253239055,-0.022814054252391858,49,1,-0.03270727622321738
E2_N4_snr-10,A,all,hist-in,50,0.017709379493938502,0.015965680481562834,0.019596119933000603,0,50,0.022578978958030994
E2_N4_snr-10,A,all,in-cur,50,-0.04482892233214182,-0.050510541703738816,-0.039536293898732484,50,0,-0.0540655111427999
E2_N4_snr-10,A,all,hist-legs,50,-0.04283467848080102,-0.045883787524861774,-0.039812799728706716,50,0,-0.05069945991333247
E2_N4_snr-10,A,all,cur-legs,50,-0.01571513564259771,-0.018684481694578398,-0.012679779788573231,45,5,-0.018600557254131754
E2_N4_snr-10,A,end,hist-cur,50,-0.056425486468441956,-0.09430230945816795,-0.01646332494219043,34,16,-0.044385978229907926
E2_N4_snr-10,A,end,hist-in,50,0.010385977367912446,-0.035492366542639334,0.060508545693557104,22,28,0.008623116621666541
E2_N4_snr-10,A,end,in-cur,50,-0.0668114638363544,-0.09971831029715082,-0.03765798040343833,42,8,-0.0525558992035854
E2_N4_snr-10,A,end,hist-legs,50,-0.2630566716271967,-0.3184224958807342,-0.21204773234925162,50,0,-0.17799632989043665
E2_N4_snr-10,A,end,cur-legs,50,-0.2066311851587548,-0.2479732637891333,-0.1677438969364012,50,0,-0.13981623188517178
E2_N4_snr-10,A,post,hist-cur,50,0.006161432056244195,0.001728168219253695,0.010929464113736926,17,33,0.007822196770038549
E2_N4_snr-10,A,post,hist-in,50,0.014741203173816457,0.009335151345982928,0.020140307620057675,11,39,0.018920667644115187
E2_N4_snr-10,A,post,in-cur,50,-0.008579771117572263,-0.013478146103492412,-0.003690619765699728,37,13,-0.010892379776472522
E2_N4_snr-10,A,post,hist-legs,50,-0.05256717868523853,-0.06118718393043812,-0.044577301834430844,49,1,-0.06210573456268531
E2_N4_snr-10,A,post,cur-legs,50,-0.05872861074148271,-0.06682797927424822,-0.05135631651274108,50,0,-0.06938518674904692
E2_N4_snr-10,A,pre,hist-cur,50,-0.05865147886554509,-0.06851351976946789,-0.049235105086023,50,0,-0.06765343741239442
E2_N4_snr-10,A,pre,hist-in,50,0.01783425471003762,0.013560613404941788,0.022393306955370576,5,45,0.02256202901870798
E2_N4_snr-10,A,pre,in-cur,50,-0.07648573357558269,-0.0871338364841119,-0.0662308607879779,50,0,-0.08822493293407033
E2_N4_snr-10,A,pre,hist-legs,50,-0.042723729666996134,-0.0497825738789286,-0.03575467900596355,49,1,-0.05020341812057418
E2_N4_snr-10,A,pre,cur-legs,50,0.015927749198548943,0.007974545162615206,0.02441763851943001,17,33,0.018716237064670436
E2_N4_snr-10,B,all,hist-cur,50,0.04384219352107021,0.03832779009577536,0.049970216723357046,0,50,0.05560322566041114
E2_N4_snr-10,B,all,hist-in,50,-0.001709974573215023,-0.00291684997835402,-0.0005336312790209167,32,18,-0.0020502429757855542
E2_N4_snr-10,B,all,in-cur,50,0.04555216809428523,0.039574216997707586,0.05201484614986731,0,50,0.05777191509932677
E2_N4_snr-10,B,all,hist-legs,50,-0.01659784220059192,-0.019197154213789078,-0.01381784898013935,45,5,-0.019551647369456488
E2_N4_snr-10,B,all,cur-legs,50,-0.06044003572166213,-0.06508534092401608,-0.0562712472682109,50,0,-0.07119613809710451
E2_N4_snr-10,B,end,hist-cur,50,0.11916631218527937,0.07328276629304767,0.17424207290972468,10,40,0.10025316354694484
E2_N4_snr-10,B,end,hist-in,50,0.03820751471889825,-0.002550125602120822,0.09026838758139474,19,31,0.030093835144433933
E2_N4_snr-10,B,end,in-cur,50,0.08095879746638113,0.031818744870745014,0.1360902910544301,14,36,0.06810964788724667
E2_N4_snr-10,B,end,hist-legs,50,-0.17446679504070273,-0.21136650839043844,-0.13940289352285476,49,1,-0.11770109036230264
E2_N4_snr-10,B,end,cur-legs,50,-0.2936331072259821,-0.3640940235186442,-0.23497349642086796,50,0,-0.19809463960695806
E2_N4_snr-10,B,post,hist-cur,50,0.026165064658511303,0.02026711650349174,0.03192195307224111,5,45,0.03359695489808363
E2_N4_snr-10,B,post,hist-in,50,0.017020344194521544,0.014009806553116688,0.020029328115170993,0,50,0.021601135858718562
E2_N4_snr-10,B,post,in-cur,50,0.009144720463989758,0.0025548091571287956,0.015590243570319807,15,35,0.011742174727793195
E2_N4_snr-10,B,post,hist-legs,50,-0.04095346309986956,-0.04979121045492769,-0.03340134264363762,50,0,-0.04841342646669987
E2_N4_snr-10,B,post,cur-legs,50,-0.06711852775838086,-0.07418795808177997,-0.060815602994588706,50,0,-0.07934464297340157
E2_N4_snr-10,B,pre,hist-cur,50,0.06165041957872068,0.04991587545463939,0.07403814123282779,1,49,0.07743593669994388
E2_N4_snr-10,B,pre,hist-in,50,-0.017606726467470916,-0.021996476737363532,-0.013423738466911476,44,6,-0.020112674272436952
E2_N4_snr-10,B,pre,in-cur,50,0.07925714604619159,0.06645077371713536,0.09286754932571162,0,50,0.09955084468507776
E2_N4_snr-10,B,pre,hist-legs,50,0.000634851295138621,-0.008513502596651025,0.010207263843168545,32,18,0.0007406424676570813
E2_N4_snr-10,B,pre,cur-legs,50,-0.06101556828358207,-0.0672343902636191,-0.05510561473021356,50,0,-0.07118315959201735
E2_N4_snr0,A,all,hist-cur,50,-0.001284941399258579,-0.0017226743895104501,-0.0008503056464977266,40,10,-0.0016308147935345614
E2_N4_snr0,A,all,hist-in,50,0.004815757610314939,0.004376815674998222,0.005263079877081579,0,50,0.006159730392370256
E2_N4_snr0,A,all,in-cur,50,-0.006100699009573518,-0.0065299149147907245,-0.005706326969141543,50,0,-0.007742851309370881
E2_N4_snr0,A,all,hist-legs,50,-0.0015009255989203462,-0.0019575540523334256,-0.0010463288659402614,40,10,-0.0019044143801536075
E2_N4_snr0,A,all,cur-legs,50,-0.0002159841996617673,-0.0002509678512501173,-0.00018247266821849373,48,2,-0.0002740465057146823
E2_N4_snr0,A,end,hist-cur,50,-0.039488743659221386,-0.05909402975712627,-0.021114566462831538,38,12,-0.03231815170123343
E2_N4_snr0,A,end,hist-in,50,-0.01310901222382702,-0.03162706166839736,0.005587033737483504,29,21,-0.010965339531841279
E2_N4_snr0,A,end,in-cur,50,-0.02637973143539436,-0.03698078043170671,-0.01667919523467108,45,5,-0.02158954890345785
E2_N4_snr0,A,end,hist-legs,50,-0.044350460862558096,-0.06418455669377661,-0.02525277658740398,40,10,-0.03615320055896853
E2_N4_snr0,A,end,cur-legs,50,-0.004861717203336711,-0.006038312407122114,-0.0037698901791080237,50,0,-0.0039631298907562605
E2_N4_snr0,A,post,hist-cur,50,-0.0033031623708724934,-0.006173699426415414,-0.000489460219346442,30,20,-0.004222149661509918
E2_N4_snr0,A,post,hist-in,50,0.0023306927656482302,-0.0006884266674060317,0.005278983698736467,19,31,0.0030007341329776256
E2_N4_snr0,A,post,in-cur,50,-0.005633855136520724,-0.007059860148427214,-0.004350704521631938,46,4,-0.007201274683743089
E2_N4_snr0,A,post,hist-legs,50,-0.00487116762223369,-0.007882982551518087,-0.0018911143609732718,33,17,-0.006213942256697405
E2_N4_snr0,A,post,cur-legs,50,-0.0015680052513611963,-0.0019079067180897415,-0.0012526513323803847,50,0,-0.0020002378989554996
E2_N4_snr0,A,pre,hist-cur,50,-0.001965826164536113,-0.004657347972287145,0.00043160353927645197,33,17,-0.002474819124695758
E2_N4_snr0,A,pre,hist-in,50,0.005141510278955299,0.0026667005826924934,0.007560711263634252,11,39,0.006531191700077392
E2_N4_snr0,A,pre,in-cur,50,-0.0071073364434914126,-0.008199023826716976,-0.006074269181509199,49,1,-0.008947572513437547
E2_N4_snr0,A,pre,hist-legs,50,-0.0011247784605551891,-0.003660797968506692,0.0014480951882953565,32,18,-0.0014175076891531982
E2_N4_snr0,A,pre,cur-legs,50,0.0008410477039809238,0.0006446963419772163,0.0010748156769063034,4,46,0.0010599345819168142
E2_N4_snr0,B,all,hist-cur,50,0.006128472523982525,0.005595030461176276,0.006686909819947817,0,50,0.007799696756690533
E2_N4_snr0,B,all,hist-in,50,2.5519605757562404e-06,-9.545229383357301e-05,0.0001062828685271824,26,24,3.2227499618086127e-06
E2_N4_snr0,B,all,in-cur,50,0.006125920563406769,0.0056875385593161245,0.006635594552280743,0,50,0.007796448880723392
E2_N4_snr0,B,all,hist-legs,50,-0.00019001200952483254,-0.000304312674952018,-7.321050305025108e-05,37,13,-0.00023989881525702983
E2_N4_snr0,B,all,cur-legs,50,-0.006318484533507358,-0.006833077440877575,-0.005858454728238898,50,0,-0.007977374470165706
E2_N4_snr0,B,end,hist-cur,50,0.03131889295695477,0.021946913031837167,0.04283175365004775,3,47,0.026652469586368542
E2_N4_snr0,B,end,hist-in,50,-0.0012723884433983091,-0.005310947969752389,0.0035399626819269925,28,22,-0.0010535848242434172
E2_N4_snr0,B,end,in-cur,50,0.032591281400353084,0.024211886724336447,0.042228710016160347,0,50,0.02773527587637151
E2_N4_snr0,B,end,hist-legs,50,-0.005817477313680457,-0.009969295692718311,-0.001678705699390284,33,17,-0.004799025842838599
E2_N4_snr0,B,end,cur-legs,50,-0.03713637027063523,-0.046774295336193865,-0.028698307044196975,50,0,-0.030634997100702187
E2_N4_snr0,B,post,hist-cur,50,0.005663242926662215,0.004624221781395706,0.0066750062755777766,4,46,0.007290151459876125
E2_N4_snr0,B,post,hist-in,50,0.00010784401200666039,-0.0006496703012739465,0.0008276656512143235,24,26,0.00013783917562513968
E2_N4_snr0,B,post,in-cur,50,0.005555398914655554,0.004899733727817586,0.0062929967057725085,0,50,0.007151326551294529
E2_N4_snr0,B,post,hist-legs,50,-0.0014065948085478074,-0.0025249149143951916,-0.00036295390717751974,31,19,-0.0017943444206804102
E2_N4_snr0,B,post,cur-legs,50,-0.007069837735210022,-0.007886547668354947,-0.006346861005535355,50,0,-0.009018747842804061
E2_N4_snr0,B,pre,hist-cur,50,0.007174845266865817,0.005834558878557542,0.008613941638039434,0,50,0.009054455084931403
E2_N4_snr0,B,pre,hist-in,50,-0.0001821153902823769,-0.0009588923267414604,0.0006051342482741496,31,19,-0.00022771042784131327
E2_N4_snr0,B,pre,in-cur,50,0.0073569606571481936,0.0065385989027082255,0.008240510728327356,0,50,0.009284279640061753
E2_N4_snr0,B,pre,hist-legs,50,0.0007595566525617126,-0.00019931205462164273,0.0018620612053745845,25,25,0.0009508414286070645
E2_N4_snr0,B,pre,cur-legs,50,-0.006415288614304104,-0.007071129738271732,-0.005773411876781579,50,0,-0.008030898248838578
E2_N4_snr10,A,all,hist-cur,50,-1.9665808444517818e-05,-3.338277276124479e-05,-5.197905946680456e-06,34,16,-2.5141951415946405e-05
E2_N4_snr10,A,all,hist-in,50,0.0006106140882951094,0.000573606414262229,0.0006487557585753277,0,50,0.0007812752899479
E2_N4_snr10,A,all,in-cur,50,-0.0006302798967396273,-0.0006762965751568079,-0.0005888888641832231,50,0,-0.0008057876993454038
E2_N4_snr10,A,all,hist-legs,50,-2.3972803369956e-05,-3.7908600911028765e-05,-8.741753055245935e-06,35,15,-3.0648103817518725e-05
E2_N4_snr10,A,all,cur-legs,50,-4.306994925438179e-06,-7.799686467730883e-06,-8.658859887732405e-07,34,16,-5.506290840469106e-06
E2_N4_snr10,A,end,hist-cur,50,-0.003693199749259778,-0.006112288868981334,-0.001383663992101691,36,14,-0.003087875443499304
E2_N4_snr10,A,end,hist-in,50,-0.00203582218600322,-0.005630728206785013,0.0014255700747327468,23,27,-0.0017045080288832799
E2_N4_snr10,A,end,in-cur,50,-0.001657377563256558,-0.004410790935322501,0.0014468150488100488,35,15,-0.0013857294015067524
E2_N4_snr10,A,end,hist-legs,50,-0.005031124837555395,-0.007647404731536143,-0.0025390353540662505,36,14,-0.004201811100682211
E2_N4_snr10,A,end,cur-legs,50,-0.0013379250882956174,-0.0017395969146772323,-0.0009719889337135859,50,0,-0.0011173860059917175
E2_N4_snr10,A,post,hist-cur,50,-0.0001079665339401148,-0.0005540337983943127,0.0003360285518454902,24,26,-0.00013898181625885425
E2_N4_snr10,A,post,hist-in,50,0.00019699117276835042,-0.0004252613475197045,0.0007676823447226275,20,30,0.00025367993063580717
E2_N4_snr10,A,post,in-cur,50,-0.0003049577067084652,-0.0006482296002685747,3.2300691391029564e-05,36,14,-0.00039256216175269777
E2_N4_snr10,A,post,hist-legs,50,-0.0005584413796442589,-0.001075892473108008,-5.983216844085226e-05,28,22,-0.0007184468557103142
E2_N4_snr10,A,post,cur-legs,50,-0.0004504748457041441,-0.0005662289826672974,-0.00035070332904273675,50,0,-0.0005795455857495722
E2_N4_snr10,A,pre,hist-cur,50,-0.0002875019372066001,-0.0007316286208433177,0.00011764263311574713,28,22,-0.0003649770452224465
E2_N4_snr10,A,pre,hist-in,50,0.0006714642875021704,0.00017782068400899094,0.0011730164289673495,14,36,0.0008534473232934363
E2_N4_snr10,A,pre,in-cur,50,-0.0009589662247087705,-0.0012504733178834806,-0.0006693894148056103,42,8,-0.001217385394209778
E2_N4_snr10,A,pre,hist-legs,50,6.385085481692033e-05,-0.0003803229629426462,0.00047880071104393004,23,27,8.10933505889545e-05
E2_N4_snr10,A,pre,cur-legs,50,0.0003513527920235204,0.000285167651146141,0.00042589890465494516,0,50,0.00044623326070837425
E2_N4_snr10,B,all,hist-cur,50,0.0006325060204618704,0.0005840644358252665,0.0006841001665796341,0,50,0.0008052719197684706
E2_N4_snr10,B,all,hist-in,50,-9.217404426620224e-07,-2.0666115841279366e-06,1.222179897871491e-07,30,20,-1.1725636889580572e-06
E2_N4_snr10,B,all,in-cur,50,0.0006334277609045324,0.0005854796593848704,0.0006853177513768377,0,50,0.0008064454290660558
E2_N4_snr10,B,all,hist-legs,50,-2.4304511136530318e-06,-5.5290389584862486e-06,5.0781765658728e-07,30,20,-3.0918175249184334e-06
E2_N4_snr10,B,all,cur-legs,50,-0.0006349364715755234,-0.000688611618496691,-0.0005899625456668155,50,0,-0.0008077133084468733
E2_N4_snr10,B,end,hist-cur,50,0.0037733378212957656,0.002615049344826171,0.005170481036010322,3,47,0.0032185620427442906
E2_N4_snr10,B,end,hist-in,50,0.0009060204360305818,0.00016917309704541145,0.0018662753437098723,18,32,0.0007709270983191634
E2_N4_snr10,B,end,in-cur,50,0.0028673173852651838,0.0016661478530074852,0.00426380947794812,10,40,0.0024457494498985014
E2_N4_snr10,B,end,hist-legs,50,-0.00022016286032474518,-0.0006921566737672675,0.00026488517184614004,26,24,-0.00018715585061644742
E2_N4_snr10,B,end,cur-legs,50,-0.0039935006816205106,-0.005202113011133755,-0.0029940598097894467,50,0,-0.0033947915461472796
E2_N4_snr10,B,post,hist-cur,50,0.0006367591062272438,0.0005182991625058244,0.0007489837274466442,4,46,0.0008197118500067219
E2_N4_snr10,B,post,hist-in,50,0.0003587055612238832,0.0002946168438876436,0.0004261406936490051,0,50,0.00046160311802976423
E2_N4_snr10,B,post,in-cur,50,0.00027805354500336053,0.00014401185694822157,0.0004086674706926745,10,40,0.00035794350413936843
E2_N4_snr10,B,post,hist-legs,50,-7.42850678227247e-05,-0.00019223258112651537,3.55411126177396e-05,28,22,-9.554109791502388e-05
E2_N4_snr10,B,post,cur-legs,50,-0.0007110441740499684,-0.0007954035624754568,-0.0006389040704584441,50,0,-0.000914503318714525
E2_N4_snr10,B,pre,hist-cur,50,0.0006999970363412255,0.0005717928734757378,0.0008452910693230905,0,50,0.0008840022046201363
E2_N4_snr10,B,pre,hist-in,50,-0.00032316465032791286,-0.0003983922145595788,-0.0002557962648057845,50,0,-0.0004075868832230579
E2_N4_snr10,B,pre,in-cur,50,0.0010231616866691385,0.0008679547922836747,0.0011920477207200521,0,50,0.0012921157372693113
E2_N4_snr10,B,pre,hist-legs,50,5.463148205113733e-05,-4.51242810213851e-05,0.0001702194930879179,24,26,6.893603793270669e-05
