split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[94.119972, 107.241043, 118.752159, 135.273987, 200.994592]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[92.312048, 105.325302, 116.592957, 133.129593, 199.643939]","[0.861236, 0.889781, 1.372253, 2.5158, 4.633955]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[97.125882, 129.702408, 161.539215, 200.486221, 336.501007]","[559.0, 602.0, 1214.0, 7803.0, 91345.6]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[94.079852, 127.093857, 159.819656, 198.590607, 334.718542]","[0.843098, 0.885892, 1.352953, 2.960369, 5.359286]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[92.647972, 106.898865, 118.728836, 137.102699, 208.602036]","[576.0, 605.0, 1220.0, 4785.0, 34798.0]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[90.875832, 104.993622, 116.711075, 135.174423, 207.11261]","[0.860237, 0.88881, 1.356601, 2.505535, 4.406952]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[94.448943, 127.902784, 164.013893, 211.872875, 349.193542]","[562.0, 600.0, 1190.5, 4211.0, 49797.9]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[92.161854, 125.581676, 162.082176, 210.302792, 347.035645]","[0.846144, 0.883942, 1.338538, 2.389315, 4.759788]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[95.108747, 108.704876, 121.06398, 138.643242, 207.440148]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[93.160281, 106.613895, 118.905701, 136.632889, 206.227999]","[0.865223, 0.889781, 1.652055, 2.710474, 4.672502]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[95.893127, 130.35817, 161.909271, 200.279785, 310.158527]","[562.0, 600.0, 1200.0, 5999.0, 80044.8]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[93.09512, 127.485184, 160.114563, 198.879761, 307.919012]","[0.846144, 0.883942, 1.344391, 2.714045, 5.228599]"
