split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,127665,124162,0.972560999490855,3503,0.027439000509145026,0,3503,7475,0.243266395655998,183.48136631299877,3.2999144112214727,3461 36 5 1 0 0 0 0 0 0 0 124162,3503 0 0 0 0 56433 47495 17940 2289 5 0 0 0 0,7475 0 0 0 0 38799 44813 27729 8616 233 0 0 0 0,200000,1389498
train_replay,closure,894276,890304,0.9955584182064597,3972,0.004441581793540249,0,3972,132309,0.2489089922371023,132.25167182951012,3.3164490961723705,3937 34 0 1 0 0 0 0 0 0 0 890304,3972 0 0 0 0 342639 419514 119751 8390 10 0 0 0 0,132309 0 0 0 0 8339 90887 289709 333588 39444 0 0 0 0,200000,1389498
val,endpoint,26656,25819,0.9685999399759904,836,0.031362545018007205,0,836,836,0.24229319887660528,177.34015901723365,3.3770625917485053,829 5 3 0 0 0 0 0 0 0 0 25819,836 0 0 0 0 11339 9328 4193 931 29 0 0 0 0,836 0 0 0 0 8281 9253 5860 2208 218 0 0 0 0,200000,1389498
val,closure,136421,136421,1.0,0,0.0,0,0,0,0.25,134.0349246614322,3.373081457398351,0 0 0 0 0 0 0 0 0 0 0 136421,0 0 0 0 0 50194 62515 21611 2069 32 0 0 0 0,0 0 0 0 0 1192 12858 39601 47611 35159 0 0 0 0,200000,1389498
test,endpoint,28587,27671,0.9679574631825655,916,0.0320425368174345,0,916,916,0.2421303604373659,178.9616190216448,3.444208568792869,909 5 1 1 0 0 0 0 0 0 0 27671,916 0 0 0 0 11016 10329 5024 1198 104 0 0 0 0,916 0 0 0 0 7809 9930 6874 2714 344 0 0 0 0,200000,1389498
test,closure,175893,175893,1.0,0,0.0,0,0,0,0.25,131.9475632724943,3.3468599422728165,0 0 0 0 0 0 0 0 0 0 0 175893,0 0 0 0 0 66768 80898 25480 2710 37 0 0 0 0,0 0 0 0 0 1357 15391 49774 60403 48968 0 0 0 0,200000,1389498
