tag,split,queries,snapshots,candidates,pad_masked,pos_nonfinite,pos_nan,pos_posinf,pos_neginf,neg_nan,neg_posinf,neg_neginf,queries_with_invalid_neg,queries_affected,transformed_scores,rr_tgb_raw,rr_guarded,rr_conservative,hits_guarded,state_nonfinite_snapshots,rec_nonfinite_snapshots,mrr_tgb_raw,mrr_guarded,mrr_conservative,hits10_guarded,parity_raw_vs_guarded,parity_guarded_vs_conservative
forum_attention_recoff_s47,val,3643658,699,364365800,0,0,0,0,0,0,0,0,0,0,0,1215034.600205367,1215034.600205367,1215034.600205367,1692076.0,0,0,0.3334655997366841,0.3334655997366841,0.3334655997366841,0.46438935816698496,True,True
forum_attention_recoff_s47,test,3563653,625,356365300,0,0,0,0,0,0,0,0,0,0,0,1139243.9488127586,1139243.9488127586,1139243.9488127586,1564750.0,0,0,0.3196843095589718,0.3196843095589718,0.3196843095589718,0.43908596038952163,True,True
