seed,val_ndcg,test_ndcg,best_epoch,n_params,minutes
43,0.7883782225282056,0.7993667883686572,24,736791,62.76402825433761
46,0.8004678903881773,0.792348399172686,24,736791,62.77126302303125
47,0.7978489600943974,0.7989391995859279,18,736791,52.440395176783205
