seed,val_ndcg,test_ndcg,best_epoch,minutes
43,0.8536856524052131,0.8511151301103401,58,89.5033369117106
46,0.8564424179302278,0.8572127078897163,60,87.2096304185378
47,0.8435679439147433,0.8404714387807914,60,86.1605865794234
