epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.06454578819763314,0.4494500049635768,0.22711893916130066,591.1,544.9,6351.1
2,0.005620160808010939,0.4578000005021691,0.17676730453968048,588.9,547.3,7520.8
3,0.002983989607331764,0.46595000226795674,0.18048326671123505,590.6,548.6,8013.2
4,0.002239514287739405,0.44560000276863576,0.2208423912525177,587.8,547.5,8013.2
5,0.002220511409597328,0.46375000594109295,0.17928758263587952,591.1,567.8,8013.2
6,0.002094021574729498,0.470699998678267,0.1802319884300232,619.1,580.5,8013.2
7,0.0017529048257292027,0.4994000056028366,0.1376340538263321,615.1,577.7,8013.2
8,0.0017604770411441966,0.4628500004604459,0.14186978340148926,615.2,574.0,8013.2
9,0.0017900202056068898,0.49449999834895136,0.15091900527477264,619.0,583.1,8013.2
10,0.0012508869130954175,0.46264999392777684,0.16409389674663544,616.2,573.6,8036.2
11,0.0014678514113976911,0.46294999505877493,0.2262328565120697,617.9,575.2,9048.4
12,0.0016798015406938867,0.4549499909311533,0.25954127311706543,615.6,577.9,9048.4
13,0.0014982259769036781,0.4849999977707863,0.18052101135253906,614.7,578.3,9804.3
14,0.0014285108669290553,0.5108500053346157,0.12338164448738098,612.7,579.3,9804.3
15,0.0008433548786066294,0.5027500014066696,0.11545740813016891,612.9,575.5,9867.2
16,0.0010968835130511908,0.47384999966323377,0.1965995579957962,614.1,583.9,9867.2
17,0.0010273995995783644,0.47124999811798335,0.13288821280002594,613.2,578.8,9867.2
18,0.0007239656580231365,0.468649994790554,0.1621982455253601,614.9,585.6,9867.2
19,0.0010196057658932586,0.4963499995589256,0.11390405893325806,615.8,576.4,9867.2
20,0.0010564802708394746,0.48359999797195197,0.13222244381904602,614.7,578.3,9867.2
