epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.15349179543804803,0.18623268812398117,0.31279051303863525,37.5,306.5,5108.8,11016.0,1192,0,0,5,0,0,0,0
2,0.14348109415888585,0.20634142840653658,0.3644999563694,32.9,198.1,5154.9,11018.0,1192,0,0,1,0,0,0,0
3,0.142648390250518,0.2254415485118826,0.2773391604423523,36.5,204.3,5154.9,11018.0,1192,0,0,5,0,0,0,0
4,0.14283634887870728,0.2285674279883504,0.3378649652004242,35.1,195.9,5154.9,11018.0,1192,0,0,5,0,0,0,0
5,0.14028417316246652,0.2326422980790337,0.3898043632507324,31.0,189.7,5154.9,11018.0,1192,0,0,1,0,0,0,0
6,0.14081621971981437,0.23883399696002403,0.3414575457572937,33.8,193.6,5154.9,11018.0,1192,0,0,4,0,0,0,0
7,0.14067373636972486,0.24563479395508767,0.35192614793777466,33.6,195.4,5154.9,11018.0,1192,0,0,4,0,0,0,0
8,0.14002107290376054,0.24632262018223602,0.32371416687965393,33.4,196.1,5154.9,11018.0,1192,0,0,9,0,0,0,0
9,0.1410305655542636,0.24824187822838625,0.3452533781528473,35.7,190.8,5154.9,11018.0,1192,0,0,13,0,0,0,0
10,0.13961170511257728,0.25102592999736467,0.29740315675735474,31.6,186.2,5154.9,11018.0,1192,0,0,10,0,0,0,0
