epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.3897916867320699,0.36276073684692384,0.46710866689682007,61.6,32.6,1922.8,4014.0,532,0,0,12,0,0,0,0
2,0.26010240555593844,0.3591879601418972,0.43253418803215027,55.5,25.1,2130.9,4014.0,532,0,0,4,0,0,0,0
3,0.2353000550397805,0.37295996044725177,0.37748754024505615,52.1,21.9,2130.9,4014.0,532,0,0,4,0,0,0,0
4,0.23040797708458022,0.36926851077526807,0.38907259702682495,37.6,19.9,2130.9,4014.0,532,0,0,4,0,0,0,0
5,0.2292559146180861,0.36749351892918347,0.3975672423839569,19.9,42.2,2130.9,4014.0,532,0,0,5,0,0,0,0
6,0.22512326792890863,0.37088363574147226,0.3873235285282135,76.1,46.9,2130.9,4014.0,532,0,0,5,0,0,0,0
7,0.22322041275245802,0.36774832360744475,0.37906092405319214,68.3,42.4,2130.9,4014.0,532,0,0,5,0,0,0,0
8,0.22195598934041827,0.3705591093093157,0.3953968286514282,67.9,31.9,2130.9,4014.0,532,0,0,4,0,0,0,0
9,0.22155200276887954,0.3710307758063078,0.38083523511886597,51.0,49.0,2130.9,4014.0,532,0,0,5,0,0,0,0
10,0.22356606400886872,0.3698776548564434,0.3944074213504791,75.8,47.5,2130.9,4014.0,532,0,0,4,0,0,0,0
11,0.22283149493816204,0.37128841241151095,0.38617220520973206,78.1,38.2,2130.9,4014.0,532,0,0,3,0,0,0,0
