split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25100,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4838.01626, 5142.918823, 5433.799072, 5948.916138, 8208.856592]","[258.95, 288.0, 301.0, 312.0, 349.0]","[275.0, 311.0, 908.0, 3903.0, 37762.0]","[3721.9, 42883.25, 206389.5, 1171037.25, 2140016.95]","[4836.856348, 5141.802856, 5432.692871, 5947.766113, 8207.73374]","[1.052498, 1.128304, 1.160719, 1.187472, 1.273273]"
test,endpoint,3993,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4710.322656, 5889.169922, 7253.913086, 8495.240234, 13139.59043]","[259.0, 289.0, 301.0, 312.0, 349.0]","[279.0, 310.0, 907.0, 5423.0, 88017.6]","[309.7, 506.0, 1645.0, 19118.0, 270226.2]","[4709.104395, 5887.989746, 7252.735352, 8494.054688, 13138.442969]","[1.052633, 1.130829, 1.160719, 1.187472, 1.273273]"
train_replay,closure,128957,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4799.916895, 5134.802734, 5435.653809, 6004.117188, 8286.839844]","[264.0, 290.0, 300.0, 311.0, 340.2]","[281.0, 309.0, 906.0, 3593.0, 28860.8]","[2422.85, 24741.75, 89897.5, 312473.5, 1003518.0]","[4798.745508, 5133.667969, 5434.463379, 6002.968262, 8285.677734]","[1.066029, 1.133349, 1.158257, 1.185065, 1.253421]"
train_replay,endpoint,18422,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4799.594019, 5893.484741, 7281.126465, 8839.558838, 13951.431396]","[264.0, 290.0, 300.0, 311.0, 340.0]","[279.0, 304.0, 614.0, 3033.5, 42104.85]","[307.0, 442.0, 1130.0, 10504.25, 127944.75]","[4798.403711, 5892.338013, 7280.098145, 8838.414551, 13950.270801]","[1.066029, 1.133349, 1.158257, 1.185065, 1.252967]"
val,closure,19770,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4859.737427, 5188.351807, 5525.273682, 6070.059326, 8426.212939]","[265.0, 288.0, 300.0, 311.0, 337.0]","[281.0, 314.0, 1166.0, 4220.5, 39332.35]","[3221.15, 36117.25, 187084.0, 979437.75, 1754510.75]","[4858.595947, 5187.207764, 5524.113037, 6068.931152, 8425.146729]","[1.06869, 1.128304, 1.158257, 1.185065, 1.246119]"
val,endpoint,3758,"[0.25, 0.25, 0.25, 0.25, 0.25]","[4784.383203, 6163.262085, 7361.493408, 8609.876221, 12708.268457]","[266.0, 289.0, 300.0, 311.0, 334.0]","[279.0, 305.0, 617.0, 3578.0, 61547.4]","[310.0, 449.0, 1085.0, 9227.5, 154348.3]","[4783.190063, 6162.118042, 7360.305908, 8608.755371, 12707.122949]","[1.071345, 1.130829, 1.158257, 1.185065, 1.239233]"
