split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,3180356,3111116,0.9782288523674708,6136,0.0019293437590005647,0,125128,136616,0.2485335693176397,2.9363392839386595,2.7777874643505753,781 338 1001 1929 3427 5211 7203 9370 11295 13205 15480 3111116,125128 0 0 0 863 1350307 1111187 529290 63581 0 0 0 0 0,136616 0 0 0 37 847584 1477471 641514 77134 0 0 0 0 0,200000,31377203
train_replay,closure,8097681,153600,0.01896839354378124,9721,0.0012004671460878738,0,11488,29106,0.006032428483785978,0.05754370513671018,2.777234121196692,7894207 13808 7310 5190 4353 3770 3435 3350 3138 2817 2703 153600,11488 0 0 0 8909 7312684 707453 56128 1019 0 0 0 0 0,29106 0 0 0 14 222575 2185733 4381500 1278753 0 0 0 0 0,200000,31377203
val,endpoint,2856301,2783057,0.9743570443031039,0,0.0,0,7026,7026,0.24825076481925532,2.832885534097079,2.7777723924897826,714 376 1223 2404 3708 5693 7615 9526 11762 13988 16235 2783057,7026 0 0 0 0 1169436 1034880 540363 104596 0 0 0 0 0,7026 0 0 0 0 757948 1335703 636351 119273 0 0 0 0 0,200000,31377203
val,closure,7467686,124225,0.016635005810367497,0,0.0,0,0,0,0.005359874035854363,0.04623709632125264,2.777479220670664,7303851 10229 5801 4175 3522 2902 2728 2859 2572 2455 2367 124225,0 0 0 0 0 6760122 653296 53053 1215 0 0 0 0 0,0 0 0 0 0 169723 1742222 3960918 1594823 0 0 0 0 0,200000,31377203
test,endpoint,2871270,2794917,0.9734079344680229,0,0.0,0,3097,3097,0.24819740719258998,2.793036264357619,2.7779563917397874,645 386 1187 2439 3991 5745 7849 10269 12307 14825 16711 2794916,3097 0 0 0 281 1198826 1044949 523266 100706 145 0 0 0 0,3097 0 0 0 95 769045 1363815 619783 115242 193 0 0 0 0,200000,31377203
test,closure,6903909,124900,0.01809120021715234,0,0.0,0,0,0,0.005794191344479292,0.05010415958816058,2.7769391440089404,6738219 10565 6058 4268 3603 3169 2745 2808 2450 2458 2666 124900,0 0 0 0 7086 6252727 594147 48819 1130 0 0 0 0 0,0 0 0 0 64 178991 1776071 3575814 1355108 17861 0 0 0 0,200000,31377203
